caso;plaza;geografía;estrato1;estrato1agrup;estrato2;partidogba;sexo;edad;estudios;p4;p5;p6;p7;p8;p9;p10;p11;p12;p13;p14;p15;p16;p17;p18;p19;p20;p21;p22;p23;p24;p25;p25o;p26;p27;p28;p29;p30;p31;p32;p33;p34;p35;p36;p37;pondedad;pondestudios;pondedadestudios;pondestrato1;pondedadestudiosestrato1;pondestudios2;pondedadestudiosestrato1estudios2;pondedad2;pondedadestudiosestrato1estudios2edad2;pondsexo;pondedadestudiosestrato1estudios2edad2sexo;pondestrato12;pondedadestudiosestrato1estudios2edad2sexoestrato12;imagen_larreta;imagen_macri;imagen_milei;imagen_cfk;imagen_massa;imagen_morales;imagen_bullrich;imagen_kicillof;imagen_santilli;imagen_grindetti;imagen_piparo;INTERÉS;PROBABILIDAD_DE_IR_A_VOTAR;VOTO_PARTIDO
1389.0;San Nicolás;Interior PBA;6;Ciudades Grandes;4;;1 - Hombre;3 - Más de 50;2 - Nivel Secundario, ya sea completo o incompleto;2 - Algo positiva;2 - Algo positiva;2 - Algo positiva;2 - Algo positiva;2 - Algo positiva;5 - Ns/Nc;2 - Algo positiva;1 - Siga gobernando el peronismo;2 - Posiblemente lo votaria;3 - Nunca lo votaría;2 - Posiblemente lo votaria;3 - Nunca lo votaría;4 - El peronismo federal de Juan Schiaretti;6 - Juan Schiaretti – Florencio Randazzo por Hacemos por nuestro país;4 - Juan Schiaretti – Florencio Randazzo por Hacemos por nuestro país;4 - Juan Schiaretti – Florencio Randazzo por Hacemos por nuestro país;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;4 - En blanco o no irá a votar;7 - Ns/Nc;;2 - Podría llegar a votarlo;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;8 - Otros candidatos;1 - Sí, seguramente corte boleta.;2 - Algo positiva;5 - Ns/Nc;5 - Ns/Nc;5 - Ns/Nc;1 - Es muy probable que vaya a votar;3 - Poco interesado;0.944133399209486;0.98364126532018;0.9286885714294615;0.849285733075025;0.7887219541848679;1.00540427420733;0.792984423898624;1.00242436691201;0.7949069090976633;1.01849078665879;0.8096053631673863;0.997230630767761;0.8073632669843749;POSITIVA;POSITIVA;POSITIVA;POSITIVA;POSITIVA;NS/NC;POSITIVA;POSITIVA;NS/NC;NS/NC;NS/NC;NO INTERESADO;PROBABLE;Otros
797.0;Comodoro Rivadavia;Patagonia;6;Ciudades Grandes;;;1 - Hombre;1 - 18 a 29;2 - Nivel Secundario, ya sea completo o incompleto;4 - Muy negativa;4 - Muy negativa;2 - Algo positiva;1 - Muy positiva;4 - Muy negativa;5 - Ns/Nc;4 - Muy negativa;1 - Siga gobernando el peronismo;3 - Nunca lo votaría;3 - Nunca lo votaría;2 - Posiblemente lo votaria;3 - Nunca lo votaría;6 - Principios y Valores de Guillermo Moreno;7 - Guillermo Moreno – Leandro Fabre por Principios y valores;4 - Juan Schiaretti – Florencio Randazzo por Hacemos por nuestro país;4 - Juan Schiaretti – Florencio Randazzo por Hacemos por nuestro país;4 - En blanco o no irá a votar;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;4 - En blanco o no irá a votar;7 - Ns/Nc;;2 - Podría llegar a votarlo;;;;;;;;;;1 - Es muy probable que vaya a votar;2 - Algo interesado;1.00271180904523;0.98364126532018;0.9863087126007368;0.849285733075025;0.8376579180194009;1.00540427420733;0.8421848511003188;0.998297894833141;0.8407513639138106;1.01849078665879;0.8562975180170276;0.997230630767761;0.8539261140169886;NEGATIVA;NEGATIVA;POSITIVA;POSITIVA;NEGATIVA;NS/NC;NEGATIVA;;;;;INTERESADO;PROBABLE;Otros
1085.0;Comodoro Rivadavia;Patagonia;6;Ciudades Grandes;;;1 - Hombre;1 - 18 a 29;3 - Nivel Universitario o Terciario, ya sea completo o incompleto;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;3 - Gobierne un partido político nuevo;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;6 - Principios y Valores de Guillermo Moreno;7 - Guillermo Moreno – Leandro Fabre por Principios y valores;4 - Juan Schiaretti – Florencio Randazzo por Hacemos por nuestro país;4 - Juan Schiaretti – Florencio Randazzo por Hacemos por nuestro país;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;7 - Ns/Nc;;3 - Nunca lo votaría;;;;;;;;;;1 - Es muy probable que vaya a votar;1 - Muy interesado;1.00271180904523;0.946902199620489;0.9494700175703681;0.849285733075025;0.8063713399050069;1.02984047456201;0.8304338433609761;0.998297894833141;0.8290203576254569;1.01849078665879;0.844349596194103;0.997230630767761;0.8420112804011496;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;;;;;INTERESADO;PROBABLE;Otros
1301.0;Comodoro Rivadavia;Patagonia;6;Ciudades Grandes;;;1 - Hombre;2 - 30 a 49;1 - Nivel Primario, ya sea completo o incompleto;5 - Ns/Nc;4 - Muy negativa;3 - Algo negativa;3 - Algo negativa;3 - Algo negativa;5 - Ns/Nc;3 - Algo negativa;3 - Gobierne un partido político nuevo;2 - Posiblemente lo votaria;3 - Nunca lo votaría;3 - Nunca lo votaría;2 - Posiblemente lo votaria;6 - Principios y Valores de Guillermo Moreno;7 - Guillermo Moreno – Leandro Fabre por Principios y valores;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Patricia Bullrich – Luis Petri de Juntos;7 - Ns/Nc;;2 - Podría llegar a votarlo;;;;;;;;;;1 - Es muy probable que vaya a votar;3 - Poco interesado;1.05417449799197;1.07233112362123;1.1304241239245754;0.849285733075025;0.9600530807729759;0.972752651427518;0.9338941798330694;0.998696387767693;0.9326767439565588;1.01849078665879;0.9499226706506744;0.997230630767761;0.9472919840335681;NS/NC;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NS/NC;NEGATIVA;;;;;NO INTERESADO;PROBABLE;Otros
1204.0;Tandil;Interior PBA;6;Ciudades Grandes;4;;1 - Hombre;3 - Más de 50;3 - Nivel Universitario o Terciario, ya sea completo o incompleto;3 - Algo negativa;4 - Muy negativa;4 - Muy negativa;3 - Algo negativa;3 - Algo negativa;4 - Muy negativa;4 - Muy negativa;3 - Gobierne un partido político nuevo;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;6 - Principios y Valores de Guillermo Moreno;7 - Guillermo Moreno – Leandro Fabre por Principios y valores;7 - No sabe / Está indeciso;7 - No sabe / Está indeciso;3 - No sabe / Está indeciso;3 - No sabe / Está indeciso;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;3 - No sabe / Está indeciso;3 - No sabe / Está indeciso;7 - Ns/Nc;;3 - Nunca lo votaría;7 - Luis D´Elía por Principios y valores;7 - No sabe / Está indeciso;7 - No sabe / Está indeciso;6 - Guillermo Moreno y Luis D’Elía de Principios y Valores;3 - No, no cortaría boleta.;3 - Algo negativa;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;1 - Es muy probable que vaya a votar;2 - Algo interesado;0.944133399209486;0.946902199620489;0.8940019924466316;0.849285733075025;0.7592631375255704;1.02984047456201;0.7819199098667741;1.00242436691201;0.783815570624097;1.01849078665879;0.7983089371203449;0.997230630767761;0.7960981249120623;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;INTERESADO;PROBABLE;Otros
200.0;Zárate;Interior PBA;6;Ciudades Grandes;4;;1 - Hombre;3 - Más de 50;1 - Nivel Primario, ya sea completo o incompleto;3 - Algo negativa;4 - Muy negativa;3 - Algo negativa;3 - Algo negativa;2 - Algo positiva;5 - Ns/Nc;3 - Algo negativa;3 - Gobierne un partido político nuevo;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;6 - Principios y Valores de Guillermo Moreno;7 - Guillermo Moreno – Leandro Fabre por Principios y valores;6 - Otro;6 - Otro;4 - En blanco o no irá a votar;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;4 - En blanco o no irá a votar;7 - Ns/Nc;;3 - Nunca lo votaría;6 - El “Pollo” Sobrero por el Frente de Izquierda;4 - El “Pollo” Sobrero por el Frente de Izquierda;4 - El “Pollo” Sobrero por el Frente de Izquierda;6 - Guillermo Moreno y Luis D’Elía de Principios y Valores;2 - Es probable que corte boleta, aún no sé;3 - Algo negativa;3 - Algo negativa;3 - Algo negativa;5 - Ns/Nc;2 - Es bastante probable que vaya a votar;4- Nada interesado;0.944133399209486;1.07233112362123;1.0124236288226396;0.849285733075025;0.8598369437871124;0.972752651427518;0.8364086668642473;1.00242436691201;0.8384364283611114;1.01849078665879;0.8539397774848946;0.997230630767761;0.8515749029389429;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA;NS/NC;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NS/NC;NO INTERESADO;PROBABLE;Otros
503.0;Comodoro Rivadavia;Patagonia;6;Ciudades Grandes;;;2 - Mujer;2 - 30 a 49;2 - Nivel Secundario, ya sea completo o incompleto;5 - Ns/Nc;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;3 - Algo negativa;5 - Ns/Nc;4 - Muy negativa;3 - Gobierne un partido político nuevo;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;5 - El Frente de Izquierda;8 - Myriam Bregman – Nicolas del Caño por el Frente de Izquierda;5 - Myriam Bregman – Nicolas del Caño por el Frente de Izquierda;5 - Myriam Bregman – Nicolas del Caño por el Frente de Izquierda;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Patricia Bullrich – Luis Petri de Juntos;7 - Ns/Nc;;2 - Podría llegar a votarlo;;;;;;;;;;1 - Es muy probable que vaya a votar;4- Nada interesado;1.05417449799197;0.98364126532018;1.036929537073087;0.849285733075025;0.8806494620402631;1.00540427420733;0.8854087332136662;0.998696387767693;0.8842545035584574;0.983517679752162;0.8696799376502138;0.997230630767761;0.8672714727889898;NS/NC;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NS/NC;NEGATIVA;;;;;NO INTERESADO;PROBABLE;Otros
719.0;Zárate;Interior PBA;6;Ciudades Grandes;4;;1 - Hombre;3 - Más de 50;1 - Nivel Primario, ya sea completo o incompleto;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;3 - Gobierne un partido político nuevo;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;5 - El Frente de Izquierda;8 - Myriam Bregman – Nicolas del Caño por el Frente de Izquierda;5 - Myriam Bregman – Nicolas del Caño por el Frente de Izquierda;5 - Myriam Bregman – Nicolas del Caño por el Frente de Izquierda;4 - En blanco o no irá a votar;4 - En blanco o no irá a votar;4 - En blanco o no irá a votar;4 - En blanco o no irá a votar;4 - En blanco o no irá a votar;7 - Ns/Nc;;3 - Nunca lo votaría;6 - El “Pollo” Sobrero por el Frente de Izquierda;4 - El “Pollo” Sobrero por el Frente de Izquierda;4 - El “Pollo” Sobrero por el Frente de Izquierda;7 - Alguna fórmula de la izquierda como Myriam Bregman y “El Pollo” Sobrero;2 - Es probable que corte boleta, aún no sé;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;1 - Es muy probable que vaya a votar;1 - Muy interesado;0.944133399209486;1.07233112362123;1.0124236288226396;0.849285733075025;0.8598369437871124;0.972752651427518;0.8364086668642473;1.00242436691201;0.8384364283611114;1.01849078665879;0.8539397774848946;0.997230630767761;0.8515749029389429;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;INTERESADO;PROBABLE;Otros
928.0;San Nicolás;Interior PBA;6;Ciudades Grandes;4;;2 - Mujer;1 - 18 a 29;2 - Nivel Secundario, ya sea completo o incompleto;5 - Ns/Nc;3 - Algo negativa;5 - Ns/Nc;2 - Algo positiva;3 - Algo negativa;5 - Ns/Nc;5 - Ns/Nc;1 - Siga gobernando el peronismo;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;4 - No sabe;5 - El Frente de Izquierda;8 - Myriam Bregman – Nicolas del Caño por el Frente de Izquierda;5 - Myriam Bregman – Nicolas del Caño por el Frente de Izquierda;5 - Myriam Bregman – Nicolas del Caño por el Frente de Izquierda;4 - En blanco o no irá a votar;4 - En blanco o no irá a votar;4 - En blanco o no irá a votar;4 - En blanco o no irá a votar;4 - En blanco o no irá a votar;7 - Ns/Nc;;2 - Podría llegar a votarlo;5 - Alejandro Bodart por el Frente de Izquierda;4 - El “Pollo” Sobrero por el Frente de Izquierda;4 - El “Pollo” Sobrero por el Frente de Izquierda;7 - Alguna fórmula de la izquierda como Myriam Bregman y “El Pollo” Sobrero;2 - Es probable que corte boleta, aún no sé;2 - Algo positiva;5 - Ns/Nc;5 - Ns/Nc;5 - Ns/Nc;1 - Es muy probable que vaya a votar;2 - Algo interesado;1.00271180904523;0.98364126532018;0.9863087126007368;0.849285733075025;0.8376579180194009;1.00540427420733;0.8421848511003188;0.998297894833141;0.8407513639138106;0.983517679752162;0.8268938306849766;0.997230630767761;0.8246038563519493;NS/NC;NEGATIVA;NS/NC;POSITIVA;NEGATIVA;NS/NC;NS/NC;POSITIVA;NS/NC;NS/NC;NS/NC;INTERESADO;PROBABLE;Otros
855.0;Comodoro Rivadavia;Patagonia;6;Ciudades Grandes;;;2 - Mujer;2 - 30 a 49;1 - Nivel Primario, ya sea completo o incompleto;5 - Ns/Nc;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;5 - Ns/Nc;5 - Ns/Nc;4 - No sabe/ no tiene opinión formada;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;7 - Otro;10 - Otro;6 - Otro;6 - Otro;4 - En blanco o no irá a votar;4 - En blanco o no irá a votar;4 - En blanco o no irá a votar;4 - En blanco o no irá a votar;4 - En blanco o no irá a votar;7 - Ns/Nc;;3 - Nunca lo votaría;;;;;;;;;;3 - Es poco probable que vaya a votar;4- Nada interesado;1.05417449799197;1.07233112362123;1.1304241239245754;0.849285733075025;0.9600530807729759;0.972752651427518;0.9338941798330694;0.998696387767693;0.9326767439565588;0.983517679752162;0.9173040671749559;0.997230630767761;0.9147637135147139;NS/NC;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NS/NC;NS/NC;;;;;NO INTERESADO;NO PROBABLE;Otros
1133.0;Zárate;Interior PBA;6;Ciudades Grandes;4;;1 - Hombre;1 - 18 a 29;2 - Nivel Secundario, ya sea completo o incompleto;5 - Ns/Nc;2 - Algo positiva;3 - Algo negativa;4 - Muy negativa;5 - Ns/Nc;2 - Algo positiva;3 - Algo negativa;3 - Gobierne un partido político nuevo;3 - Nunca lo votaría;3 - Nunca lo votaría;2 - Posiblemente lo votaria;3 - Nunca lo votaría;7 - Otro;10 - Otro;6 - Otro;6 - Otro;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Patricia Bullrich – Luis Petri de Juntos;7 - Ns/Nc;;2 - Podría llegar a votarlo;8 - Otro;5 - Otro;5 - Otro;8 - Otros candidatos;1 - Sí, seguramente corte boleta.;2 - Algo positiva;4 - Muy negativa;2 - Algo positiva;2 - Algo positiva;1 - Es muy probable que vaya a votar;3 - Poco interesado;1.00271180904523;0.98364126532018;0.9863087126007368;0.849285733075025;0.8376579180194009;1.00540427420733;0.8421848511003188;0.998297894833141;0.8407513639138106;1.01849078665879;0.8562975180170276;0.997230630767761;0.8539261140169886;NS/NC;POSITIVA;NEGATIVA;NEGATIVA;NS/NC;POSITIVA;NEGATIVA;POSITIVA;NEGATIVA;POSITIVA;POSITIVA;NO INTERESADO;PROBABLE;Otros
87.0;Comodoro Rivadavia;Patagonia;6;Ciudades Grandes;;;2 - Mujer;1 - 18 a 29;2 - Nivel Secundario, ya sea completo o incompleto;5 - Ns/Nc;3 - Algo negativa;2 - Algo positiva;4 - Muy negativa;4 - Muy negativa;5 - Ns/Nc;2 - Algo positiva;3 - Gobierne un partido político nuevo;3 - Nunca lo votaría;2 - Posiblemente lo votaria;3 - Nunca lo votaría;2 - Posiblemente lo votaria;8 - No sabe / Está indeciso;11 - No sabe / Está indeciso;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - No sabe / Está indeciso;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - No sabe / Está indeciso;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;7 - Ns/Nc;;3 - Nunca lo votaría;;;;;;;;;;1 - Es muy probable que vaya a votar;3 - Poco interesado;1.00271180904523;0.98364126532018;0.9863087126007368;0.849285733075025;0.8376579180194009;1.00540427420733;0.8421848511003188;0.998297894833141;0.8407513639138106;0.983517679752162;0.8268938306849766;0.997230630767761;0.8246038563519493;NS/NC;NEGATIVA;POSITIVA;NEGATIVA;NEGATIVA;NS/NC;POSITIVA;;;;;NO INTERESADO;PROBABLE;Ns/Nc
967.0;Comodoro Rivadavia;Patagonia;6;Ciudades Grandes;;;2 - Mujer;1 - 18 a 29;3 - Nivel Universitario o Terciario, ya sea completo o incompleto;3 - Algo negativa;2 - Algo positiva;4 - Muy negativa;2 - Algo positiva;3 - Algo negativa;5 - Ns/Nc;2 - Algo positiva;1 - Siga gobernando el peronismo;2 - Posiblemente lo votaria;3 - Nunca lo votaría;2 - Posiblemente lo votaria;3 - Nunca lo votaría;8 - No sabe / Está indeciso;11 - No sabe / Está indeciso;4 - Juan Schiaretti – Florencio Randazzo por Hacemos por nuestro país;4 - Juan Schiaretti – Florencio Randazzo por Hacemos por nuestro país;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Patricia Bullrich – Luis Petri de Juntos;7 - Ns/Nc;;3 - Nunca lo votaría;;;;;;;;;;1 - Es muy probable que vaya a votar;3 - Poco interesado;1.00271180904523;0.946902199620489;0.9494700175703681;0.849285733075025;0.8063713399050069;1.02984047456201;0.8304338433609761;0.998297894833141;0.8290203576254569;0.983517679752162;0.8153561785990969;0.997230630767761;0.8130981562847686;NEGATIVA;POSITIVA;NEGATIVA;POSITIVA;NEGATIVA;NS/NC;POSITIVA;;;;;NO INTERESADO;PROBABLE;Ns/Nc
1135.0;Comodoro Rivadavia;Patagonia;6;Ciudades Grandes;;;2 - Mujer;2 - 30 a 49;3 - Nivel Universitario o Terciario, ya sea completo o incompleto;5 - Ns/Nc;4 - Muy negativa;2 - Algo positiva;3 - Algo negativa;5 - Ns/Nc;5 - Ns/Nc;4 - Muy negativa;3 - Gobierne un partido político nuevo;3 - Nunca lo votaría;2 - Posiblemente lo votaria;3 - Nunca lo votaría;3 - Nunca lo votaría;8 - No sabe / Está indeciso;11 - No sabe / Está indeciso;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;7 - Ns/Nc;;2 - Podría llegar a votarlo;;;;;;;;;;1 - Es muy probable que vaya a votar;3 - Poco interesado;1.05417449799197;0.946902199620489;0.9982001509324212;0.849285733075025;0.847757146940242;1.02984047456201;0.8730546225182744;0.998696387767693;0.8719164978328874;0.983517679752162;0.8575452908862323;0.997230630767761;0.8551704313424006;NS/NC;NEGATIVA;POSITIVA;NEGATIVA;NS/NC;NS/NC;NEGATIVA;;;;;NO INTERESADO;PROBABLE;Ns/Nc
472.0;Tandil;Interior PBA;6;Ciudades Grandes;4;;1 - Hombre;2 - 30 a 49;3 - Nivel Universitario o Terciario, ya sea completo o incompleto;3 - Algo negativa;3 - Algo negativa;3 - Algo negativa;4 - Muy negativa;4 - Muy negativa;3 - Algo negativa;3 - Algo negativa;2 - Vuelva a gobernar Juntos por el Cambio;2 - Posiblemente lo votaria;4 - No sabe;3 - Nunca lo votaría;2 - Posiblemente lo votaria;1 - Juntos de Larreta y Bullrich;11 - No sabe / Está indeciso;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;3 - Ingeniero;;2 - Podría llegar a votarlo;2 - Diego Santilli por Juntos;2 - Néstor Grindetti por Juntos;2 - Diego Santilli por Juntos;1 - Horacio Rodríguez Larreta y Diego Santilli por Juntos por el Cambio;3 - No, no cortaría boleta.;3 - Algo negativa;2 - Algo positiva;5 - Ns/Nc;3 - Algo negativa;2 - Es bastante probable que vaya a votar;3 - Poco interesado;1.05417449799197;0.946902199620489;0.9982001509324212;0.849285733075025;0.847757146940242;1.02984047456201;0.8730546225182744;0.998696387767693;0.8719164978328874;1.01849078665879;0.8880389197785946;0.997230630767761;0.885579612117129;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA;NS/NC;NEGATIVA;NO INTERESADO;PROBABLE;Ns/Nc
253.0;Zárate;Interior PBA;6;Ciudades Grandes;4;;2 - Mujer;2 - 30 a 49;2 - Nivel Secundario, ya sea completo o incompleto;5 - Ns/Nc;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;5 - Ns/Nc;4 - Muy negativa;3 - Gobierne un partido político nuevo;2 - Posiblemente lo votaria;3 - Nunca lo votaría;3 - Nunca lo votaría;2 - Posiblemente lo votaria;8 - No sabe / Está indeciso;11 - No sabe / Está indeciso;7 - No sabe / Está indeciso;7 - No sabe / Está indeciso;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;4 - En blanco o no irá a votar;4 - En blanco o no irá a votar;4 - En blanco o no irá a votar;7 - Ns/Nc;;2 - Podría llegar a votarlo;10 - No sabe / Está indeciso;7 - No sabe / Está indeciso;7 - No sabe / Está indeciso;10 - No sabe;2 - Es probable que corte boleta, aún no sé;3 - Algo negativa;5 - Ns/Nc;5 - Ns/Nc;5 - Ns/Nc;1 - Es muy probable que vaya a votar;4- Nada interesado;1.05417449799197;0.98364126532018;1.036929537073087;0.849285733075025;0.8806494620402631;1.00540427420733;0.8854087332136662;0.998696387767693;0.8842545035584574;0.983517679752162;0.8696799376502138;0.997230630767761;0.8672714727889898;NS/NC;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NS/NC;NEGATIVA;NEGATIVA;NS/NC;NS/NC;NS/NC;NO INTERESADO;PROBABLE;Ns/Nc
488.0;San Nicolás;Interior PBA;6;Ciudades Grandes;4;;2 - Mujer;2 - 30 a 49;2 - Nivel Secundario, ya sea completo o incompleto;5 - Ns/Nc;1 - Muy positiva;5 - Ns/Nc;4 - Muy negativa;4 - Muy negativa;5 - Ns/Nc;5 - Ns/Nc;2 - Vuelva a gobernar Juntos por el Cambio;4 - No sabe;3 - Nunca lo votaría;3 - Nunca lo votaría;4 - No sabe;1 - Juntos de Larreta y Bullrich;11 - No sabe / Está indeciso;7 - No sabe / Está indeciso;7 - No sabe / Está indeciso;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;3 - No sabe / Está indeciso;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;7 - Ns/Nc;;4 - Ns/Nc;10 - No sabe / Está indeciso;7 - No sabe / Está indeciso;7 - No sabe / Está indeciso;10 - No sabe;4 - No sabe / No contesta;4 - Muy negativa;5 - Ns/Nc;5 - Ns/Nc;5 - Ns/Nc;2 - Es bastante probable que vaya a votar;4- Nada interesado;1.05417449799197;0.98364126532018;1.036929537073087;0.849285733075025;0.8806494620402631;1.00540427420733;0.8854087332136662;0.998696387767693;0.8842545035584574;0.983517679752162;0.8696799376502138;0.997230630767761;0.8672714727889898;NS/NC;POSITIVA;NS/NC;NEGATIVA;NEGATIVA;NS/NC;NS/NC;NEGATIVA;NS/NC;NS/NC;NS/NC;NO INTERESADO;PROBABLE;Ns/Nc
