caso;plaza;geografía;estrato1;estrato1agrup;estrato2;partidogba;sexo;edad;estudios;p4;p5;p6;p7;p8;p9;p10;p11;p12;p13;p14;p15;p16;p17;p18;p19;p20;p21;p22;p23;p24;p25;p25o;p26;p27;p28;p29;p30;p31;p32;p33;p34;p35;p36;p37;pondedad;pondestudios;pondedadestudios;pondestrato1;pondedadestudiosestrato1;pondestudios2;pondedadestudiosestrato1estudios2;pondedad2;pondedadestudiosestrato1estudios2edad2;pondsexo;pondedadestudiosestrato1estudios2edad2sexo;pondestrato12;pondedadestudiosestrato1estudios2edad2sexoestrato12;imagen_larreta;imagen_macri;imagen_milei;imagen_cfk;imagen_massa;imagen_morales;imagen_bullrich;imagen_kicillof;imagen_santilli;imagen_grindetti;imagen_piparo;INTERÉS;PROBABILIDAD_DE_IR_A_VOTAR;VOTO_PARTIDO
1008.0;Gba;GBA;2;AMBA;1;San Miguel;2 - Mujer;2 - 30 a 49;2 - Nivel Secundario, ya sea completo o incompleto;2 - Algo positiva;3 - Algo negativa;2 - Algo positiva;1 - Muy positiva;2 - Algo positiva;5 - Ns/Nc;4 - Muy negativa;4 - No sabe/ no tiene opinión formada;2 - Posiblemente lo votaria;3 - Nunca lo votaría;2 - Posiblemente lo votaria;3 - Nunca lo votaría;2 - Unidos por la Patria de Cristina Kirchner y Massa;3 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;3 - No sabe / Está indeciso;5 - Contador;;2 - Podría llegar a votarlo;10 - No sabe / Está indeciso;7 - No sabe / Está indeciso;7 - No sabe / Está indeciso;3 - Sergio Massa y Axel Kicillof por Unión por la Patria;2 - Es probable que corte boleta, aún no sé;2 - Algo positiva;5 - Ns/Nc;5 - Ns/Nc;4 - Muy negativa;2 - Es bastante probable que vaya a votar;4- Nada interesado;1.05417449799197;0.98364126532018;1.036929537073087;0.694096146783764;0.7197287961687019;1.00540427420733;0.723618407938109;0.998696387767693;0.7226750901299984;0.983517679752162;0.7107637278593406;1.00097380021009;0.7114558697268545;POSITIVA;NEGATIVA;POSITIVA;POSITIVA;POSITIVA;NS/NC;NEGATIVA;POSITIVA;NS/NC;NS/NC;NEGATIVA;NO INTERESADO;PROBABLE;Unidos x La Patria
1021.0;Gba;GBA;2;AMBA;2;La Matanza;2 - Mujer;3 - Más de 50;1 - Nivel Primario, ya sea completo o incompleto;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;1 - Muy positiva;2 - Algo positiva;4 - Muy negativa;3 - Algo negativa;1 - Siga gobernando el peronismo;3 - Nunca lo votaría;3 - Nunca lo votaría;1 - Seguro lo votaría;3 - Nunca lo votaría;2 - Unidos por la Patria de Cristina Kirchner y Massa;3 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;3 - No sabe / Está indeciso;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;4 - En blanco o no irá a votar;7 - Ns/Nc;;4 - Ns/Nc;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;3 - Sergio Massa y Axel Kicillof por Unión por la Patria;3 - No, no cortaría boleta.;3 - Algo negativa;4 - Muy negativa;4 - Muy negativa;3 - Algo negativa;1 - Es muy probable que vaya a votar;2 - Algo interesado;0.944133399209486;1.07233112362123;1.0124236288226396;0.694096146783764;0.7027193396786298;0.972752651427518;0.6835721008817818;1.00242436691201;0.6852293304651328;0.983517679752162;0.6739351611971949;1.00097380021009;0.6745914393987558;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;INTERESADO;PROBABLE;Unidos x La Patria
1025.0;Gba;GBA;2;AMBA;2;La Matanza;1 - Hombre;3 - Más de 50;1 - Nivel Primario, ya sea completo o incompleto;3 - Algo negativa;4 - Muy negativa;4 - Muy negativa;2 - Algo positiva;2 - Algo positiva;4 - Muy negativa;2 - Algo positiva;1 - Siga gobernando el peronismo;3 - Nunca lo votaría;3 - Nunca lo votaría;1 - Seguro lo votaría;3 - Nunca lo votaría;2 - Unidos por la Patria de Cristina Kirchner y Massa;3 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;4 - En blanco o no irá a votar;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;4 - En blanco o no irá a votar;7 - Ns/Nc;;3 - Nunca lo votaría;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;3 - Sergio Massa y Axel Kicillof por Unión por la Patria;1 - Sí, seguramente corte boleta.;2 - Algo positiva;3 - Algo negativa;4 - Muy negativa;3 - Algo negativa;1 - Es muy probable que vaya a votar;3 - Poco interesado;0.944133399209486;1.07233112362123;1.0124236288226396;0.694096146783764;0.7027193396786298;0.972752651427518;0.6835721008817818;1.00242436691201;0.6852293304651328;1.01849078665879;0.6978997598271091;1.00097380021009;0.6985793747598505;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA;POSITIVA;NEGATIVA;POSITIVA;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NO INTERESADO;PROBABLE;Unidos x La Patria
1051.0;Gba;GBA;2;AMBA;2;Lanus;1 - Hombre;2 - 30 a 49;3 - Nivel Universitario o Terciario, ya sea completo o incompleto;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;2 - Algo positiva;2 - Algo positiva;5 - Ns/Nc;4 - Muy negativa;1 - Siga gobernando el peronismo;3 - Nunca lo votaría;3 - Nunca lo votaría;1 - Seguro lo votaría;3 - Nunca lo votaría;2 - Unidos por la Patria de Cristina Kirchner y Massa;3 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;4 - Juan Schiaretti – Florencio Randazzo por Hacemos por nuestro país;4 - En blanco o no irá a votar;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;4 - En blanco o no irá a votar;7 - Ns/Nc;;4 - Ns/Nc;1 - Axel Kicillof por Unidos por la patria;7 - No sabe / Está indeciso;7 - No sabe / Está indeciso;3 - Sergio Massa y Axel Kicillof por Unión por la Patria;3 - No, no cortaría boleta.;2 - Algo positiva;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;1 - Es muy probable que vaya a votar;1 - Muy interesado;1.05417449799197;0.946902199620489;0.9982001509324212;0.694096146783764;0.6928468784811652;1.02984047456201;0.7135217581338504;0.998696387767693;0.71259160244193;1.01849078665879;0.725767981737529;1.00097380021009;0.7264747347506216;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA;POSITIVA;NS/NC;NEGATIVA;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;INTERESADO;PROBABLE;Unidos x La Patria
1064.0;Gba;GBA;2;AMBA;2;Esteban Echeverría;1 - Hombre;1 - 18 a 29;1 - Nivel Primario, ya sea completo o incompleto;3 - Algo negativa;4 - Muy negativa;3 - Algo negativa;1 - Muy positiva;1 - Muy positiva;4 - Muy negativa;4 - Muy negativa;3 - Gobierne un partido político nuevo;3 - Nunca lo votaría;2 - Posiblemente lo votaria;2 - Posiblemente lo votaria;3 - Nunca lo votaría;2 - Unidos por la Patria de Cristina Kirchner y Massa;3 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;7 - Ns/Nc;;2 - Podría llegar a votarlo;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;3 - Sergio Massa y Axel Kicillof por Unión por la Patria;2 - Es probable que corte boleta, aún no sé;2 - Algo positiva;3 - Algo negativa;3 - Algo negativa;5 - Ns/Nc;1 - Es muy probable que vaya a votar;1 - Muy interesado;1.00271180904523;1.07233112362123;1.0752390808617478;0.694096146783764;0.7463193028974552;0.972752651427518;0.7259840807050364;0.998297894833141;0.724748379450211;1.01849078665879;0.7381495471159286;1.00097380021009;0.738868357299988;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA;POSITIVA;NEGATIVA;NEGATIVA;POSITIVA;NEGATIVA;NEGATIVA;NS/NC;INTERESADO;PROBABLE;Unidos x La Patria
1076.0;Gba;GBA;2;AMBA;1;3 de Febrero;1 - Hombre;3 - Más de 50;1 - Nivel Primario, ya sea completo o incompleto;3 - Algo negativa;3 - Algo negativa;3 - Algo negativa;3 - Algo negativa;2 - Algo positiva;3 - Algo negativa;3 - Algo negativa;1 - Siga gobernando el peronismo;3 - Nunca lo votaría;3 - Nunca lo votaría;1 - Seguro lo votaría;3 - Nunca lo votaría;2 - Unidos por la Patria de Cristina Kirchner y Massa;3 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;4 - En blanco o no irá a votar;2 - Abogado;;3 - Nunca lo votaría;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;3 - Sergio Massa y Axel Kicillof por Unión por la Patria;3 - No, no cortaría boleta.;2 - Algo positiva;3 - Algo negativa;5 - Ns/Nc;5 - Ns/Nc;1 - Es muy probable que vaya a votar;2 - Algo interesado;0.944133399209486;1.07233112362123;1.0124236288226396;0.694096146783764;0.7027193396786298;0.972752651427518;0.6835721008817818;1.00242436691201;0.6852293304651328;1.01849078665879;0.6978997598271091;1.00097380021009;0.6985793747598505;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA;NEGATIVA;NEGATIVA;POSITIVA;NEGATIVA;NS/NC;NS/NC;INTERESADO;PROBABLE;Unidos x La Patria
1088.0;Gba;GBA;2;AMBA;1;Malvinas Argentinas;2 - Mujer;1 - 18 a 29;2 - Nivel Secundario, ya sea completo o incompleto;4 - Muy negativa;4 - Muy negativa;3 - Algo negativa;1 - Muy positiva;1 - Muy positiva;4 - Muy negativa;4 - Muy negativa;1 - Siga gobernando el peronismo;2 - Posiblemente lo votaria;3 - Nunca lo votaría;1 - Seguro lo votaría;3 - Nunca lo votaría;2 - Unidos por la Patria de Cristina Kirchner y Massa;3 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Patricia Bullrich – Luis Petri de Juntos;7 - Ns/Nc;;2 - Podría llegar a votarlo;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;3 - Sergio Massa y Axel Kicillof por Unión por la Patria;2 - Es probable que corte boleta, aún no sé;2 - Algo positiva;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;1 - Es muy probable que vaya a votar;1 - Muy interesado;1.00271180904523;0.98364126532018;0.9863087126007368;0.694096146783764;0.6845930769554263;1.00540427420733;0.6882928056637331;0.998297894833141;0.687121258922901;0.983517679752162;0.6757959062842361;1.00097380021009;0.6764539964797538;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA;POSITIVA;NEGATIVA;NEGATIVA;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;INTERESADO;PROBABLE;Unidos x La Patria
1095.0;Gba;GBA;2;AMBA;1;3 de Febrero;2 - Mujer;2 - 30 a 49;2 - Nivel Secundario, ya sea completo o incompleto;2 - Algo positiva;3 - Algo negativa;5 - Ns/Nc;3 - Algo negativa;2 - Algo positiva;3 - Algo negativa;3 - Algo negativa;3 - Gobierne un partido político nuevo;2 - Posiblemente lo votaria;3 - Nunca lo votaría;2 - Posiblemente lo votaria;3 - Nunca lo votaría;8 - No sabe / Está indeciso;3 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;7 - Ns/Nc;;4 - Ns/Nc;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;3 - Sergio Massa y Axel Kicillof por Unión por la Patria;3 - No, no cortaría boleta.;2 - Algo positiva;5 - Ns/Nc;5 - Ns/Nc;5 - Ns/Nc;1 - Es muy probable que vaya a votar;4- Nada interesado;1.05417449799197;0.98364126532018;1.036929537073087;0.694096146783764;0.7197287961687019;1.00540427420733;0.723618407938109;0.998696387767693;0.7226750901299984;0.983517679752162;0.7107637278593406;1.00097380021009;0.7114558697268545;POSITIVA;NEGATIVA;NS/NC;NEGATIVA;POSITIVA;NEGATIVA;NEGATIVA;POSITIVA;NS/NC;NS/NC;NS/NC;NO INTERESADO;PROBABLE;Unidos x La Patria
1101.0;Gba;GBA;2;AMBA;2;Berazategui;2 - Mujer;2 - 30 a 49;2 - Nivel Secundario, ya sea completo o incompleto;4 - Muy negativa;4 - Muy negativa;3 - Algo negativa;1 - Muy positiva;2 - Algo positiva;4 - Muy negativa;4 - Muy negativa;1 - Siga gobernando el peronismo;3 - Nunca lo votaría;4 - No sabe;3 - Nunca lo votaría;3 - Nunca lo votaría;2 - Unidos por la Patria de Cristina Kirchner y Massa;3 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;3 - No sabe / Está indeciso;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;3 - No sabe / Está indeciso;7 - Ns/Nc;;3 - Nunca lo votaría;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;3 - Sergio Massa y Axel Kicillof por Unión por la Patria;4 - No sabe / No contesta;1 - Muy positiva;5 - Ns/Nc;5 - Ns/Nc;5 - Ns/Nc;1 - Es muy probable que vaya a votar;4- Nada interesado;1.05417449799197;0.98364126532018;1.036929537073087;0.694096146783764;0.7197287961687019;1.00540427420733;0.723618407938109;0.998696387767693;0.7226750901299984;0.983517679752162;0.7107637278593406;1.00097380021009;0.7114558697268545;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA;POSITIVA;NEGATIVA;NEGATIVA;POSITIVA;NS/NC;NS/NC;NS/NC;NO INTERESADO;PROBABLE;Unidos x La Patria
1114.0;Gba;GBA;2;AMBA;2;Quilmes;2 - Mujer;1 - 18 a 29;2 - Nivel Secundario, ya sea completo o incompleto;3 - Algo negativa;3 - Algo negativa;4 - Muy negativa;2 - Algo positiva;2 - Algo positiva;5 - Ns/Nc;5 - Ns/Nc;3 - Gobierne un partido político nuevo;2 - Posiblemente lo votaria;3 - Nunca lo votaría;2 - Posiblemente lo votaria;3 - Nunca lo votaría;2 - Unidos por la Patria de Cristina Kirchner y Massa;3 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;3 - No sabe / Está indeciso;7 - Ns/Nc;;2 - Podría llegar a votarlo;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;3 - Sergio Massa y Axel Kicillof por Unión por la Patria;2 - Es probable que corte boleta, aún no sé;2 - Algo positiva;2 - Algo positiva;5 - Ns/Nc;5 - Ns/Nc;1 - Es muy probable que vaya a votar;2 - Algo interesado;1.00271180904523;0.98364126532018;0.9863087126007368;0.694096146783764;0.6845930769554263;1.00540427420733;0.6882928056637331;0.998297894833141;0.687121258922901;0.983517679752162;0.6757959062842361;1.00097380021009;0.6764539964797538;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA;POSITIVA;NS/NC;NS/NC;POSITIVA;POSITIVA;NS/NC;NS/NC;INTERESADO;PROBABLE;Unidos x La Patria
1127.0;Gba;GBA;2;AMBA;2;Berazategui;2 - Mujer;3 - Más de 50;1 - Nivel Primario, ya sea completo o incompleto;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;1 - Muy positiva;1 - Muy positiva;4 - Muy negativa;4 - Muy negativa;1 - Siga gobernando el peronismo;3 - Nunca lo votaría;3 - Nunca lo votaría;1 - Seguro lo votaría;3 - Nunca lo votaría;2 - Unidos por la Patria de Cristina Kirchner y Massa;3 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;3 - No sabe / Está indeciso;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;3 - No sabe / Está indeciso;7 - Ns/Nc;;3 - Nunca lo votaría;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;3 - Sergio Massa y Axel Kicillof por Unión por la Patria;3 - No, no cortaría boleta.;1 - Muy positiva;4 - Muy negativa;5 - Ns/Nc;5 - Ns/Nc;2 - Es bastante probable que vaya a votar;3 - Poco interesado;0.944133399209486;1.07233112362123;1.0124236288226396;0.694096146783764;0.7027193396786298;0.972752651427518;0.6835721008817818;1.00242436691201;0.6852293304651328;0.983517679752162;0.6739351611971949;1.00097380021009;0.6745914393987558;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA;POSITIVA;NEGATIVA;NEGATIVA;POSITIVA;NEGATIVA;NS/NC;NS/NC;NO INTERESADO;PROBABLE;Unidos x La Patria
1144.0;Gba;GBA;2;AMBA;1;Moron;1 - Hombre;3 - Más de 50;1 - Nivel Primario, ya sea completo o incompleto;4 - Muy negativa;4 - Muy negativa;5 - Ns/Nc;1 - Muy positiva;2 - Algo positiva;2 - Algo positiva;2 - Algo positiva;1 - Siga gobernando el peronismo;3 - Nunca lo votaría;4 - No sabe;2 - Posiblemente lo votaria;2 - Posiblemente lo votaria;2 - Unidos por la Patria de Cristina Kirchner y Massa;3 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;7 - Ns/Nc;;4 - Ns/Nc;1 - Axel Kicillof por Unidos por la patria;3 - Carolina Píparo por el partido de Javier Milei;3 - Carolina Píparo por el partido de Javier Milei;3 - Sergio Massa y Axel Kicillof por Unión por la Patria;3 - No, no cortaría boleta.;2 - Algo positiva;3 - Algo negativa;3 - Algo negativa;2 - Algo positiva;1 - Es muy probable que vaya a votar;1 - Muy interesado;0.944133399209486;1.07233112362123;1.0124236288226396;0.694096146783764;0.7027193396786298;0.972752651427518;0.6835721008817818;1.00242436691201;0.6852293304651328;1.01849078665879;0.6978997598271091;1.00097380021009;0.6985793747598505;NEGATIVA;NEGATIVA;NS/NC;POSITIVA;POSITIVA;POSITIVA;POSITIVA;POSITIVA;NEGATIVA;NEGATIVA;POSITIVA;INTERESADO;PROBABLE;Unidos x La Patria
1150.0;Gba;GBA;2;AMBA;2;La Matanza;1 - Hombre;2 - 30 a 49;1 - Nivel Primario, ya sea completo o incompleto;3 - Algo negativa;3 - Algo negativa;4 - Muy negativa;1 - Muy positiva;2 - Algo positiva;5 - Ns/Nc;4 - Muy negativa;1 - Siga gobernando el peronismo;3 - Nunca lo votaría;3 - Nunca lo votaría;1 - Seguro lo votaría;3 - Nunca lo votaría;2 - Unidos por la Patria de Cristina Kirchner y Massa;3 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;4 - En blanco o no irá a votar;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;4 - En blanco o no irá a votar;7 - Ns/Nc;;3 - Nunca lo votaría;9 - En blanco o no irá a votar;6 - En blanco o no irá a votar;6 - En blanco o no irá a votar;3 - Sergio Massa y Axel Kicillof por Unión por la Patria;1 - Sí, seguramente corte boleta.;3 - Algo negativa;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;1 - Es muy probable que vaya a votar;1 - Muy interesado;1.05417449799197;1.07233112362123;1.1304241239245754;0.694096146783764;0.7846230286474598;0.972752651427518;0.7632441314879059;0.998696387767693;0.7622491571018617;1.01849078665879;0.7763437436466747;1.00097380021009;0.7770997473473399;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA;POSITIVA;NS/NC;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;INTERESADO;PROBABLE;Unidos x La Patria
1176.0;Gba;GBA;2;AMBA;1;Merlo;1 - Hombre;3 - Más de 50;1 - Nivel Primario, ya sea completo o incompleto;2 - Algo positiva;3 - Algo negativa;3 - Algo negativa;2 - Algo positiva;2 - Algo positiva;2 - Algo positiva;3 - Algo negativa;1 - Siga gobernando el peronismo;3 - Nunca lo votaría;3 - Nunca lo votaría;1 - Seguro lo votaría;3 - Nunca lo votaría;2 - Unidos por la Patria de Cristina Kirchner y Massa;3 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Patricia Bullrich – Luis Petri de Juntos;7 - Ns/Nc;;2 - Podría llegar a votarlo;10 - No sabe / Está indeciso;7 - No sabe / Está indeciso;7 - No sabe / Está indeciso;3 - Sergio Massa y Axel Kicillof por Unión por la Patria;1 - Sí, seguramente corte boleta.;2 - Algo positiva;3 - Algo negativa;5 - Ns/Nc;5 - Ns/Nc;1 - Es muy probable que vaya a votar;3 - Poco interesado;0.944133399209486;1.07233112362123;1.0124236288226396;0.694096146783764;0.7027193396786298;0.972752651427518;0.6835721008817818;1.00242436691201;0.6852293304651328;1.01849078665879;0.6978997598271091;1.00097380021009;0.6985793747598505;POSITIVA;NEGATIVA;NEGATIVA;POSITIVA;POSITIVA;POSITIVA;NEGATIVA;POSITIVA;NEGATIVA;NS/NC;NS/NC;NO INTERESADO;PROBABLE;Unidos x La Patria
1189.0;Gba;GBA;2;AMBA;2;Almirante Brown;1 - Hombre;2 - 30 a 49;2 - Nivel Secundario, ya sea completo o incompleto;2 - Algo positiva;4 - Muy negativa;3 - Algo negativa;1 - Muy positiva;2 - Algo positiva;3 - Algo negativa;3 - Algo negativa;1 - Siga gobernando el peronismo;3 - Nunca lo votaría;3 - Nunca lo votaría;2 - Posiblemente lo votaria;3 - Nunca lo votaría;2 - Unidos por la Patria de Cristina Kirchner y Massa;3 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;4 - En blanco o no irá a votar;7 - Ns/Nc;;4 - Ns/Nc;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;3 - Sergio Massa y Axel Kicillof por Unión por la Patria;3 - No, no cortaría boleta.;1 - Muy positiva;2 - Algo positiva;2 - Algo positiva;2 - Algo positiva;1 - Es muy probable que vaya a votar;2 - Algo interesado;1.05417449799197;0.98364126532018;1.036929537073087;0.694096146783764;0.7197287961687019;1.00540427420733;0.723618407938109;0.998696387767693;0.7226750901299984;1.01849078665879;0.736037921045214;1.00097380021009;0.7367546749273621;POSITIVA;NEGATIVA;NEGATIVA;POSITIVA;POSITIVA;NEGATIVA;NEGATIVA;POSITIVA;POSITIVA;POSITIVA;POSITIVA;INTERESADO;PROBABLE;Unidos x La Patria
