metodo;plaza;region;sexo;edad;educacion;imagen_massa;imagen_milei;teme;votara_milei;votara_massa;ballotage_votara;votara_hoy;p9_p10;combinada;general_voto;weight1;weight2;cr1;cr2;cr3;cr4;cr5;cr6;cr7;cr8;cr9;cr10;cr11
CATI;CABA;Caba;Femenino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;No fué a votar;0.84156;0.08766;Femenino;50 y más;Terciario;Caba;Negativa;Positiva;Massa;Seguro;Nunca;Milei;No fue
CATI;CABA;Caba;Masculino;Mayor de 50;Nivel Secundario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Javier Milei de la Libertad Avanza;1.09627;1.47827;Masculino;50 y más;Secundario;Caba;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Milei
CATI;CABA;Caba;Femenino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;0.89032;0.98928;Femenino;30-49;Terciario;Caba;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Bullrich
CATI;CABA;Caba;Masculino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;0.80379;0.86976;Masculino;50 y más;Terciario;Caba;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Bullrich
CATI;CABA;Caba;Masculino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Podría llegar a votarlo;Sergio Massa;;Sergio Massa;Sergio Massa;Juan Schiaretti de Hacemos por nuestro país;0.80379;0.54053;Masculino;50 y más;Terciario;Caba;Positiva;Negativa;Milei;Nunca;Podría;Massa;Schiaretti
CATI;CABA;Caba;Masculino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Muy positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;0.80379;0.86976;Masculino;50 y más;Terciario;Caba;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Bullrich
CATI;CABA;Caba;Masculino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Muy negativa;Las dos posibilidades me dan el mismo miedo;No sabe/ está indeciso;No sabe/ está indeciso;Está indeciso;Indeciso;Está indeciso;Está indeciso;Juan Schiaretti de Hacemos por nuestro país;0.85035;0.58421;Masculino;30-49;Terciario;Caba;Negativa;Negativa;Massa;;;Indeciso/Blano/No;Schiaretti
CATI;CABA;Caba;Masculino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;0.80379;0.86976;Masculino;50 y más;Terciario;Caba;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Bullrich
CATI;CABA;Caba;Femenino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Muy negativa;Que gane Sergio Massa;Podría llegar a votarlo;Nunca lo votaría;Está indeciso;Indeciso;Está indeciso;Está indeciso;Patricia Bullrich de Juntos por el cambio;0.84156;0.91532;Femenino;50 y más;Terciario;Caba;Negativa;Negativa;Massa;Podría;Nunca;Indeciso/Blano/No;Bullrich
CATI;CABA;Caba;Femenino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;0.84156;0.91532;Femenino;50 y más;Terciario;Caba;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Bullrich
CATI;CABA;Caba;Masculino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.85035;0.90361;Masculino;30-49;Terciario;Caba;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
CATI;CABA;Caba;Masculino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.80379;0.83606;Masculino;50 y más;Terciario;Caba;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
CATI;Tartagal;NOA;Femenino;30 a 49;Nivel Secundario, ya sea completo o incompleto;Muy negativa;Muy positiva;Las dos posibilidades me dan el mismo miedo;Podría llegar a votarlo;Podría llegar a votarlo;Está indeciso;Indeciso;Está indeciso;Javier Milei;Juan Schiaretti de Hacemos por nuestro país;1.23667;0.84455;Femenino;30-49;Secundario;Norte;Negativa;Positiva;Massa;Podría;Podría;Indeciso/Blano/No;Schiaretti
CATI;CABA;Caba;Femenino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;0.84156;0.91532;Femenino;50 y más;Terciario;Caba;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Bullrich
CATI;Pirané;NEA;Masculino;16 a 23;Nivel Secundario, ya sea completo o incompleto;Muy negativa;Muy negativa;Que gane Javier Milei;Nunca lo votaría;No sabe/ está indeciso;Está indeciso;Indeciso;Está indeciso;Está indeciso;Myriam Bregman del Frente de Izquierda;1.10463;0.79694;Masculino;16-23;Secundario;Norte;Negativa;Negativa;Milei;Nunca;;Indeciso/Blano/No;Bregman
CATI;CABA;Caba;Femenino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Algo negativa;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;0.84156;0.91532;Femenino;50 y más;Terciario;Caba;Negativa;Negativa;Massa;Seguro;Nunca;Milei;Bullrich
CATI;CABA;Caba;Femenino;Mayor de 50;Nivel Secundario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;1.1478;1.25073;Femenino;50 y más;Secundario;Caba;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Bullrich
CATI;Palpalá ( Jujuy);NOA;Masculino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Algo positiva;Las dos posibilidades me dan el mismo miedo;Nunca lo votaría;Nunca lo votaría;Votará en blanco;;Votará en blanco;Votará en blanco;Patricia Bullrich de Juntos por el cambio;0.8186;0.87438;Masculino;50 y más;Terciario;Norte;Negativa;Positiva;Massa;Nunca;Nunca;Indeciso/Blano/No;Bullrich
CATI;CABA;Caba;Masculino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;0.80379;0.86976;Masculino;50 y más;Terciario;Caba;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Bullrich
CATI;CABA;Caba;Masculino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;0.80379;0.86976;Masculino;50 y más;Terciario;Caba;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Bullrich
CATI;CABA;Caba;Femenino;Mayor de 50;Nivel Secundario, ya sea completo o incompleto;Muy positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;1.1478;1.20226;Femenino;50 y más;Secundario;Caba;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
CATI;CABA;Caba;Masculino;16 a 23;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Muy positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Javier Milei de la Libertad Avanza;1.00002;1.30218;Masculino;16-23;Terciario;Caba;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Milei
CATI;Pirané;NEA;Femenino;Mayor de 50;Nivel Secundario, ya sea completo o incompleto;Muy negativa;Algo positiva;Las dos posibilidades me dan el mismo miedo;Podría llegar a votarlo;Nunca lo votaría;Votará en blanco;;Votará en blanco;Votará en blanco;No fué a votar;0.92959;0.09888;Femenino;50 y más;Secundario;Norte;Negativa;Positiva;Massa;Podría;Nunca;Indeciso/Blano/No;No fue
CATI;CABA;Caba;Femenino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;0.84156;0.91532;Femenino;50 y más;Terciario;Caba;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Bullrich
CATI;Sarmiento S Juan;Cuyo;Femenino;16 a 23;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Javier Milei de la Libertad Avanza;0.85758;1.05174;Femenino;16-23;Terciario;Cuyo+Sur;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Milei
CATI;CABA;Caba;Femenino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Algo negativa;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;0.84156;0.91532;Femenino;50 y más;Terciario;Caba;Negativa;Negativa;Massa;Seguro;Nunca;Milei;Bullrich
CATI;CABA;Caba;Femenino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.84156;0.87984;Femenino;50 y más;Terciario;Caba;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
CATI;CABA;Caba;Femenino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Algo positiva;Las dos posibilidades me dan el mismo miedo;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Javier Milei de la Libertad Avanza;0.84156;1.1385;Femenino;50 y más;Terciario;Caba;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Milei
CATI;CABA;Caba;Femenino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Algo negativa;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;0.84156;0.91532;Femenino;50 y más;Terciario;Caba;Negativa;Negativa;Massa;Seguro;Nunca;Milei;Bullrich
CATI;CABA;Caba;Femenino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;0.84156;0.91532;Femenino;50 y más;Terciario;Caba;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Bullrich
CATI;CABA;Caba;Masculino;Mayor de 50;Nivel Secundario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;1.09627;1.18849;Masculino;50 y más;Secundario;Caba;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Bullrich
CATI;CABA;Caba;Femenino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.84156;0.87984;Femenino;50 y más;Terciario;Caba;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
CATI;Sarmiento S Juan;Cuyo;Masculino;24 a 29;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.94828;0.89942;Masculino;24-29;Secundario;Cuyo+Sur;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
CATI;CABA;Caba;Femenino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Algo negativa;No sabe/ no tiene opinión formada;No sabe/ está indeciso;No sabe/ está indeciso;Votará en blanco;;Votará en blanco;Votará en blanco;Juan Schiaretti de Hacemos por nuestro país;0.89032;0.6148;Femenino;30-49;Terciario;Caba;Negativa;Negativa;;;;Indeciso/Blano/No;Schiaretti
CATI;CABA;Caba;Masculino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Muy negativa;Las dos posibilidades me dan el mismo miedo;Nunca lo votaría;Nunca lo votaría;Votará en blanco;;Votará en blanco;Votará en blanco;Patricia Bullrich de Juntos por el cambio;0.80379;0.86976;Masculino;50 y más;Terciario;Caba;Negativa;Negativa;Massa;Nunca;Nunca;Indeciso/Blano/No;Bullrich
CATI;CABA;Caba;Femenino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.84156;0.87984;Femenino;50 y más;Terciario;Caba;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
CATI;CABA;Caba;Masculino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.80379;0.83606;Masculino;50 y más;Terciario;Caba;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
CATI;CABA;Caba;Femenino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;0.84156;0.91532;Femenino;50 y más;Terciario;Caba;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Bullrich
CATI;CABA;Caba;Masculino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Podría llegar a votarlo;Nunca lo votaría;Está indeciso;Javier Milei;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;0.80379;0.86976;Masculino;50 y más;Terciario;Caba;Negativa;Positiva;Massa;Podría;Nunca;Milei;Bullrich
CATI;CABA;Caba;Masculino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.80379;0.83606;Masculino;50 y más;Terciario;Caba;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
CATI;Pirané;NEA;Femenino;30 a 49;Nivel Secundario, ya sea completo o incompleto;Muy positiva;Algo positiva;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.98345;1.07269;Femenino;30-49;Secundario;Norte;Positiva;Positiva;Milei;Nunca;Seguro;Massa;Massa
CATI;CABA;Caba;Masculino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Muy positiva;Que gane Sergio Massa;Podría llegar a votarlo;Podría llegar a votarlo;Javier Milei;;Javier Milei;Javier Milei;Votó en blanco;0.80379;0.36209;Masculino;50 y más;Terciario;Caba;Negativa;Positiva;Massa;Podría;Podría;Milei;Blanco
CATI;CABA;Caba;Masculino;24 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Myriam Bregman del Frente de Izquierda;0.84886;0.60208;Masculino;24-29;Terciario;Caba;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Bregman
CATI;CABA;Caba;Femenino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;0.89032;0.98928;Femenino;30-49;Terciario;Caba;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Bullrich
CATI;Olavarría;Interior PBA;Femenino;16 a 23;Nivel Secundario, ya sea completo o incompleto;Muy positiva;Algo positiva;Que gane Javier Milei;Nunca lo votaría;Podría llegar a votarlo;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;1.15984;1.22483;Femenino;16-23;Secundario;Interior PBA;Positiva;Positiva;Milei;Nunca;Podría;Massa;Massa
CATI;CABA;Caba;Masculino;16 a 23;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Muy positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;1.00002;1.04692;Masculino;16-23;Terciario;Caba;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Bullrich
CATI;CABA;Caba;Masculino;16 a 23;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;1.36392;1.37512;Masculino;16-23;Secundario;Caba;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
CATI;CABA;Caba;Femenino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Algo negativa;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;No fué a votar;0.84156;0.08766;Femenino;50 y más;Terciario;Caba;Negativa;Negativa;Massa;Seguro;Nunca;Milei;No fue
CATI;CABA;Caba;Masculino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.80379;0.83606;Masculino;50 y más;Terciario;Caba;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
CATI;CABA;Caba;Femenino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.84156;0.87984;Femenino;50 y más;Terciario;Caba;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
CATI;Palpalá ( Jujuy);NOA;Femenino;16 a 23;Nivel Secundario, ya sea completo o incompleto;Muy negativa;No conoce/ no tiene opinión;Las dos posibilidades me dan el mismo miedo;Podría llegar a votarlo;Nunca lo votaría;Está indeciso;Javier Milei;Javier Milei;Javier Milei;Javier Milei de la Libertad Avanza;1.45434;1.88249;Femenino;16-23;Secundario;Norte;Negativa;;Massa;Podría;Nunca;Milei;Milei
CATI;CABA;Caba;Masculino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Muy positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Javier Milei de la Libertad Avanza;0.85035;1.16925;Masculino;30-49;Terciario;Caba;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Milei
CATI;Palpalá ( Jujuy);NOA;Femenino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Muy negativa;Que gane Javier Milei;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;0.85707;0.92017;Femenino;50 y más;Terciario;Norte;Negativa;Negativa;Milei;Seguro;Nunca;Milei;Bullrich
CATI;CABA;Caba;Masculino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;0.80379;0.86976;Masculino;50 y más;Terciario;Caba;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Bullrich
CATI;CABA;Caba;Femenino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;0.84156;0.91532;Femenino;50 y más;Terciario;Caba;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Bullrich
CATI;CABA;Caba;Masculino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Podría llegar a votarlo;Nunca lo votaría;Está indeciso;Javier Milei;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;0.80379;0.86976;Masculino;50 y más;Terciario;Caba;Negativa;Positiva;Massa;Podría;Nunca;Milei;Bullrich
CATI;CABA;Caba;Femenino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.84156;0.87984;Femenino;50 y más;Terciario;Caba;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
CATI;CABA;Caba;Masculino;30 a 49;Nivel Primario, ya sea completo o incompleto;No conoce/ no tiene opinión;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Podría llegar a votarlo;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;1.5612;1.76868;Masculino;30-49;Primario;Caba;;Positiva;Massa;Seguro;Podría;Milei;Bullrich
CATI;CABA;Caba;Masculino;30 a 49;Nivel Secundario, ya sea completo o incompleto;Muy negativa;Algo negativa;Que gane Sergio Massa;Podría llegar a votarlo;Nunca lo votaría;Está indeciso;Indeciso;Está indeciso;Está indeciso;Patricia Bullrich de Juntos por el cambio;1.15978;1.28452;Masculino;30-49;Secundario;Caba;Negativa;Negativa;Massa;Podría;Nunca;Indeciso/Blano/No;Bullrich
CATI;CABA;Caba;Masculino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;0.80379;0.86976;Masculino;50 y más;Terciario;Caba;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Bullrich
CATI;CABA;Caba;Femenino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Muy negativa;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;0.84156;0.91532;Femenino;50 y más;Terciario;Caba;Negativa;Negativa;Massa;Seguro;Nunca;Milei;Bullrich
CATI;CABA;Caba;Femenino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;0.84156;0.91532;Femenino;50 y más;Terciario;Caba;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Bullrich
CATI;CABA;Caba;Masculino;Mayor de 50;Nivel Secundario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;1.09627;1.18849;Masculino;50 y más;Secundario;Caba;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Bullrich
CATI;CABA;Caba;Masculino;24 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Javier Milei de la Libertad Avanza;0.84886;1.10975;Masculino;24-29;Terciario;Caba;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Milei
CATI;CABA;Caba;Masculino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;0.80379;0.86976;Masculino;50 y más;Terciario;Caba;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Bullrich
CATI;CABA;Caba;Femenino;16 a 23;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positiva;Algo positiva;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;1.04703;1.05905;Femenino;16-23;Terciario;Caba;Positiva;Positiva;Milei;Nunca;Seguro;Massa;Massa
CATI;CABA;Caba;Masculino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;0.80379;0.86976;Masculino;50 y más;Terciario;Caba;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Bullrich
CATI;CABA;Caba;Masculino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Patricia Bullrich de Juntos por el cambio;0.85035;0.94004;Masculino;30-49;Terciario;Caba;Negativa;Negativa;Milei;Nunca;Seguro;Massa;Bullrich
