metodo;plaza;region;sexo;edad;educacion;imagen_massa;imagen_milei;teme;votara_milei;votara_massa;ballotage_votara;votara_hoy;p9_p10;combinada;general_voto;weight1;weight2;cr1;cr2;cr3;cr4;cr5;cr6;cr7;cr8;cr9;cr10;cr11
CATI;Córdoba;Centro;Femenino;24 a 29;Nivel Primario, ya sea completo o incompleto;Muy negativa;Muy positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;1.39468;1.61527;Femenino;24-29;Primario;Centro;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Bullrich
CATI;Córdoba;Centro;Femenino;16 a 23;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Muy negativa;Las dos posibilidades me dan el mismo miedo;Nunca lo votaría;Nunca lo votaría;No concurrirá a votar;;No concurrirá a votar;No concurrirá a votar;Juan Schiaretti de Hacemos por nuestro país;1.22057;0.85546;Femenino;16-23;Secundario;Centro;Negativa;Negativa;Massa;Nunca;Nunca;Indeciso/Blano/No;Schiaretti
CATI;Oberá;NEA;Masculino;16 a 23;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;No conoce/ no tiene opinión;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Javier Milei de la Libertad Avanza;0.80991;1.07498;Masculino;16-23;Terciario;Norte;Negativa;;Massa;Seguro;Nunca;Milei;Milei
CATI;Salta Capital;NOA;Masculino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Podría llegar a votarlo;Está indeciso;Sergio Massa;Sergio Massa;Sergio Massa;Juan Schiaretti de Hacemos por nuestro país;0.86602;0.5873;Masculino;30-49;Terciario;Norte;Negativa;Negativa;Milei;Nunca;Podría;Massa;Schiaretti
CATI;GBA;Gba;Masculino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;No conoce/ no tiene opinión;Que gane Sergio Massa;Podría llegar a votarlo;Nunca lo votaría;No concurrirá a votar;;No concurrirá a votar;No concurrirá a votar;Patricia Bullrich de Juntos por el cambio;0.69624;0.81832;Masculino;30-49;Terciario;Gba;Negativa;;Massa;Podría;Nunca;Indeciso/Blano/No;Bullrich
CATI;Tartagal;NOA;Masculino;24 a 29;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;1.17909;1.17812;Masculino;24-29;Secundario;Norte;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
CATI;Salta Capital;NOA;Masculino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Algo positiva;Las dos posibilidades me dan el mismo miedo;Podría llegar a votarlo;Podría llegar a votarlo;Está indeciso;Indeciso;Está indeciso;Javier Milei;Juan Schiaretti de Hacemos por nuestro país;0.86602;0.5873;Masculino;30-49;Terciario;Norte;Negativa;Positiva;Massa;Podría;Podría;Indeciso/Blano/No;Schiaretti
CATI;Bahía Blanca;Interior PBA;Masculino;30 a 49;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Algo negativa;Que gane Javier Milei;Nunca lo votaría;No sabe/ está indeciso;Está indeciso;Indeciso;Está indeciso;Está indeciso;Myriam Bregman del Frente de Izquierda;0.94197;0.73366;Masculino;30-49;Secundario;Interior PBA;Negativa;Negativa;Milei;Nunca;;Indeciso/Blano/No;Bregman
CATI;Palpalá ( Jujuy);NOA;Masculino;30 a 49;Nivel Secundario, ya sea completo o incompleto;Muy negativa;Muy negativa;Las dos posibilidades me dan el mismo miedo;Nunca lo votaría;Podría llegar a votarlo;Votará en blanco;;Votará en blanco;Votará en blanco;Patricia Bullrich de Juntos por el cambio;1.18115;1.29134;Masculino;30-49;Secundario;Norte;Negativa;Negativa;Massa;Nunca;Podría;Indeciso/Blano/No;Bullrich
CATI;Tartagal;NOA;Masculino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positiva;Muy positiva;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.8186;0.84049;Masculino;50 y más;Terciario;Norte;Positiva;Positiva;Milei;Nunca;Seguro;Massa;Massa
CATI;CABA;Caba;Femenino;24 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Algo negativa;No sabe/ no tiene opinión formada;Podría llegar a votarlo;Podría llegar a votarlo;Está indeciso;Sergio Massa;Sergio Massa;Sergio Massa;Myriam Bregman del Frente de Izquierda;0.88876;0.63362;Femenino;24-29;Terciario;Caba;Negativa;Negativa;;Podría;Podría;Massa;Bregman
CATI;Curuzú Cuatiá;NEA;Femenino;24 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.7198;0.74508;Femenino;24-29;Terciario;Norte;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
CATI;San Luis Capital;Cuyo;Femenino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Algo positiva;Las dos posibilidades me dan el mismo miedo;Podría llegar a votarlo;Nunca lo votaría;Votará en blanco;;Votará en blanco;Votará en blanco;No fué a votar;0.72923;0.07271;Femenino;30-49;Terciario;Cuyo+Sur;Negativa;Positiva;Massa;Podría;Nunca;Indeciso/Blano/No;No fue
CATI;Santa Fé;Centro;Femenino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;No conoce/ no tiene opinión;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.76098;0.86948;Femenino;30-49;Terciario;Centro;Negativa;;Milei;Nunca;Seguro;Massa;Massa
CATI;Santa Fé;Centro;Femenino;24 a 29;Nivel Primario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Javier Milei de la Libertad Avanza;1.39468;2.00912;Femenino;24-29;Primario;Centro;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Milei
CATI;Quitilipi;NEA;Femenino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Podría llegar a votarlo;Sergio Massa;;Sergio Massa;Sergio Massa;Votó en blanco;0.72106;0.33998;Femenino;30-49;Terciario;Norte;Negativa;Negativa;Milei;Nunca;Podría;Massa;Blanco
CATI;Córdoba;Centro;Masculino;24 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.72555;0.78417;Masculino;24-29;Terciario;Centro;Positiva;Positiva;Milei;Nunca;Seguro;Massa;Massa
CATI;Oberá;NEA;Femenino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;0.72106;0.81667;Femenino;30-49;Terciario;Norte;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Bullrich
CATI;San Luis Capital;Cuyo;Masculino;24 a 29;Nivel Secundario, ya sea completo o incompleto;Muy negativa;Muy positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Javier Milei de la Libertad Avanza;0.94828;1.16382;Masculino;24-29;Secundario;Cuyo+Sur;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Milei
CATI;S Tomé ( Corrientes);NEA;Masculino;30 a 49;Nivel Primario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;1.26441;1.46009;Masculino;30-49;Primario;Norte;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Bullrich
CATI;San Luis Capital;Cuyo;Femenino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positiva;Algo negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.72923;0.72983;Femenino;30-49;Terciario;Cuyo+Sur;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
CATI;Pirané;NEA;Masculino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.65098;0.69019;Masculino;50 y más;Terciario;Norte;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
CATI;CABA;Caba;Femenino;24 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Podría llegar a votarlo;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.88876;0.90255;Femenino;24-29;Terciario;Caba;Positiva;Negativa;Milei;Nunca;Podría;Massa;Massa
CATI;Sarmiento S Juan;Cuyo;Masculino;16 a 23;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Muy positiva;Que gane Sergio Massa;No sabe/ está indeciso;No sabe/ está indeciso;Está indeciso;Indeciso;Está indeciso;Javier Milei;No fué a votar;1.11714;0.10515;Masculino;16-23;Secundario;Cuyo+Sur;Negativa;Positiva;Massa;;;Indeciso/Blano/No;No fue
CATI;CABA;Caba;Femenino;24 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Algo negativa;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;0.88876;0.93893;Femenino;24-29;Terciario;Caba;Negativa;Negativa;Massa;Seguro;Nunca;Milei;Bullrich
CATI;Pringles;Interior PBA;Femenino;16 a 23;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;1.15984;1.22483;Femenino;16-23;Secundario;Interior PBA;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
CATI;CABA;Caba;Femenino;24 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Nunca lo votaría;Votará en blanco;;Votará en blanco;Votará en blanco;Patricia Bullrich de Juntos por el cambio;0.88876;0.93893;Femenino;24-29;Terciario;Caba;Negativa;Negativa;Milei;Nunca;Nunca;Indeciso/Blano/No;Bullrich
CATI;Pirané;NEA;Masculino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Algo positiva;No sabe/ no tiene opinión formada;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Javier Milei de la Libertad Avanza;0.6887;0.96525;Masculino;30-49;Terciario;Norte;Negativa;Positiva;;Seguro;Nunca;Milei;Milei
CATI;Azul;Interior PBA;Femenino;30 a 49;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Podría llegar a votarlo;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.98624;1.09979;Femenino;30-49;Secundario;Interior PBA;Positiva;Negativa;Milei;Nunca;Podría;Massa;Massa
CATI;Palpalá ( Jujuy);NOA;Femenino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;No conoce/ no tiene opinión;Las dos posibilidades me dan el mismo miedo;Podría llegar a votarlo;Nunca lo votaría;Está indeciso;Javier Milei;Javier Milei;Javier Milei;Javier Milei de la Libertad Avanza;0.85707;1.14454;Femenino;50 y más;Terciario;Norte;Negativa;;Massa;Podría;Nunca;Milei;Milei
CATI;Palpalá ( Jujuy);NOA;Femenino;24 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Algo negativa;Que gane Javier Milei;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;0.90514;0.94392;Femenino;24-29;Terciario;Norte;Negativa;Negativa;Milei;Seguro;Nunca;Milei;Bullrich
CATI;Palpalá ( Jujuy);NOA;Femenino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Juan Schiaretti de Hacemos por nuestro país;0.85707;0.57186;Femenino;50 y más;Terciario;Norte;Positiva;Positiva;Massa;Seguro;Nunca;Milei;Schiaretti
CATI;GBA;Gba;Masculino;30 a 49;Nivel Primario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Javier Milei de la Libertad Avanza;1.27825;1.91507;Masculino;30-49;Primario;Gba;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Milei
CATI;Pirané;NEA;Femenino;16 a 23;Nivel Secundario, ya sea completo o incompleto;Muy positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;1.15655;1.19465;Femenino;16-23;Secundario;Norte;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
CATI;S Tomé ( Corrientes);NEA;Masculino;16 a 23;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;1.10463;1.13519;Masculino;16-23;Secundario;Norte;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
CATI;Azul;Interior PBA;Masculino;Mayor de 50;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Podría llegar a votarlo;Javier Milei;;Javier Milei;Javier Milei;Sergio Massa de Unión por la Patria;0.89039;0.96693;Masculino;50 y más;Secundario;Interior PBA;Positiva;Positiva;Massa;Seguro;Podría;Milei;Massa
CATI;Oberá;NEA;Femenino;24 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Muy negativa;Las dos posibilidades me dan el mismo miedo;Nunca lo votaría;Podría llegar a votarlo;Está indeciso;Sergio Massa;Sergio Massa;Sergio Massa;No fué a votar;0.7198;0.07423;Femenino;24-29;Terciario;Norte;Negativa;Negativa;Massa;Nunca;Podría;Massa;No fue
CATI;Tartagal;NOA;Masculino;24 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Podría llegar a votarlo;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.86451;0.86218;Masculino;24-29;Terciario;Norte;Positiva;Negativa;Milei;Nunca;Podría;Massa;Massa
CATI;Oberá;NEA;Masculino;30 a 49;Nivel Secundario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;No fué a votar;0.9393;0.10155;Masculino;30-49;Secundario;Norte;Negativa;Positiva;Massa;Seguro;Nunca;Milei;No fue
CATI;Oberá;NEA;Masculino;Mayor de 50;Nivel Primario, ya sea completo o incompleto;Algo positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;1.19517;1.29858;Masculino;50 y más;Primario;Norte;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
CATI;Sarmiento S Juan;Cuyo;Masculino;24 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Javier Milei de la Libertad Avanza;0.69528;0.85171;Masculino;24-29;Terciario;Cuyo+Sur;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Milei
CATI;S Tomé ( Corrientes);NEA;Femenino;16 a 23;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;No fué a votar;0.84798;0.0871;Femenino;16-23;Terciario;Norte;Positiva;Negativa;Milei;Nunca;Seguro;Massa;No fue
CATI;Pirané;NEA;Masculino;24 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positiva;Algo positiva;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.68749;0.708;Masculino;24-29;Terciario;Norte;Positiva;Positiva;Milei;Nunca;Seguro;Massa;Massa
CATI;Curuzú Cuatiá;NEA;Femenino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Javier Milei de la Libertad Avanza;0.72106;1.0158;Femenino;30-49;Terciario;Norte;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Milei
CATI;Tartagal;NOA;Masculino;Mayor de 50;Nivel Secundario, ya sea completo o incompleto;Muy positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;1.11647;1.14849;Masculino;50 y más;Secundario;Norte;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
CATI;Tartagal;NOA;Femenino;16 a 23;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;No conoce/ no tiene opinión;Que gane Sergio Massa;Podría llegar a votarlo;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Juan Schiaretti de Hacemos por nuestro país;1.06632;0.68833;Femenino;16-23;Terciario;Norte;Negativa;;Massa;Podría;Nunca;Milei;Schiaretti
CATI;Quitilipi;NEA;Femenino;16 a 23;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Muy negativa;Que gane Sergio Massa;Podría llegar a votarlo;Nunca lo votaría;Está indeciso;Indeciso;Está indeciso;Está indeciso;Patricia Bullrich de Juntos por el cambio;0.84798;0.90952;Femenino;16-23;Terciario;Norte;Negativa;Negativa;Massa;Podría;Nunca;Indeciso/Blano/No;Bullrich
CATI;Catamarca Capital;NOA;Masculino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positiva;Algo positiva;Que gane Javier Milei;Nunca lo votaría;Podría llegar a votarlo;Está indeciso;Sergio Massa;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.8186;0.84049;Masculino;50 y más;Terciario;Norte;Positiva;Positiva;Milei;Nunca;Podría;Massa;Massa
CATI;GBA;Gba;Femenino;16 a 23;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Algo positiva;Que gane Sergio Massa;Podría llegar a votarlo;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;1.16921;1.31054;Femenino;16-23;Secundario;Gba;Negativa;Positiva;Massa;Podría;Nunca;Milei;Bullrich
CATI;Santa Fé;Centro;Femenino;24 a 29;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;1.03608;1.17311;Femenino;24-29;Secundario;Centro;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Bullrich
CATI;Oberá;NEA;Femenino;16 a 23;Nivel Secundario, ya sea completo o incompleto;Muy negativa;Algo positiva;Las dos posibilidades me dan el mismo miedo;No sabe/ está indeciso;No sabe/ está indeciso;Está indeciso;Votar en blanco;Votará en blanco;Votará en blanco;Javier Milei de la Libertad Avanza;1.15655;1.54584;Femenino;16-23;Secundario;Norte;Negativa;Positiva;Massa;;;Indeciso/Blano/No;Milei
CATI;Oberá;NEA;Masculino;24 a 29;Nivel Primario, ya sea completo o incompleto;Algo negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Juan Schiaretti de Hacemos por nuestro país;1.26219;0.86122;Masculino;24-29;Primario;Norte;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Schiaretti
CATI;Curuzú Cuatiá;NEA;Femenino;30 a 49;Nivel Secundario, ya sea completo o incompleto;Muy positiva;Algo positiva;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.98345;1.07269;Femenino;30-49;Secundario;Norte;Positiva;Positiva;Milei;Nunca;Seguro;Massa;Massa
CATI;Catamarca Capital;NOA;Femenino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Muy positiva;Que gane Sergio Massa;Podría llegar a votarlo;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Juan Schiaretti de Hacemos por nuestro país;0.85707;0.57186;Femenino;50 y más;Terciario;Norte;Negativa;Positiva;Massa;Podría;Nunca;Milei;Schiaretti
CATI;Palpalá ( Jujuy);NOA;Masculino;16 a 23;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Muy positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;1.01845;1.05247;Masculino;16-23;Terciario;Norte;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Bullrich
CATI;Palpalá ( Jujuy);NOA;Femenino;16 a 23;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Muy positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;1.06632;1.10759;Femenino;16-23;Terciario;Norte;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Bullrich
CATI;Sarmiento S Juan;Cuyo;Femenino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Podría llegar a votarlo;Está indeciso;Sergio Massa;Sergio Massa;Sergio Massa;Juan Schiaretti de Hacemos por nuestro país;0.72923;0.47185;Femenino;30-49;Terciario;Cuyo+Sur;Positiva;Negativa;Milei;Nunca;Podría;Massa;Schiaretti
CATI;Palpalá ( Jujuy);NOA;Femenino;16 a 23;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Podría llegar a votarlo;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Javier Milei de la Libertad Avanza;1.06632;1.37765;Femenino;16-23;Terciario;Norte;Negativa;Positiva;Massa;Podría;Nunca;Milei;Milei
CATI;GBA;Gba;Femenino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Podría llegar a votarlo;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.72896;0.8278;Femenino;30-49;Terciario;Gba;Positiva;Negativa;Milei;Nunca;Podría;Massa;Massa
CATI;Curuzú Cuatiá;NEA;Femenino;30 a 49;Nivel Secundario, ya sea completo o incompleto;Muy negativa;Muy positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;0.98345;1.11594;Femenino;30-49;Secundario;Norte;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Bullrich
CATI;Catamarca Capital;NOA;Masculino;Mayor de 50;Nivel Primario, ya sea completo o incompleto;Muy positiva;Muy negativa;Las dos posibilidades me dan el mismo miedo;Nunca lo votaría;Nunca lo votaría;No concurrirá a votar;;No concurrirá a votar;No concurrirá a votar;No fué a votar;1.5029;0.15755;Masculino;50 y más;Primario;Norte;Positiva;Negativa;Massa;Nunca;Nunca;Indeciso/Blano/No;No fue
CATI;GBA;Gba;Femenino;16 a 23;Nivel Secundario, ya sea completo o incompleto;Muy negativa;Muy positiva;Que gane Sergio Massa;Podría llegar a votarlo;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;1.16921;1.31054;Femenino;16-23;Secundario;Gba;Negativa;Positiva;Massa;Podría;Nunca;Milei;Bullrich
CATI;La Plata;Interior PBA;Masculino;24 a 29;Nivel Primario, ya sea completo o incompleto;Algo negativa;No conoce/ no tiene opinión;Que gane Sergio Massa;Podría llegar a votarlo;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Patricia Bullrich de Juntos por el cambio;1.26578;1.42079;Masculino;24-29;Primario;Interior PBA;Negativa;;Massa;Podría;Nunca;Milei;Bullrich
CATI;Curuzú Cuatiá;NEA;Femenino;Mayor de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;No sabe/ no tiene opinión formada;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;0.68158;0.72633;Femenino;50 y más;Terciario;Norte;Positiva;Positiva;;Nunca;Seguro;Massa;Massa
CATI;GBA;Gba;Masculino;24 a 29;Nivel Secundario, ya sea completo o incompleto;Muy negativa;Algo negativa;Que gane Sergio Massa;Podría llegar a votarlo;Nunca lo votaría;Votará en blanco;;Votará en blanco;Votará en blanco;Patricia Bullrich de Juntos por el cambio;0.94793;1.06129;Masculino;24-29;Secundario;Gba;Negativa;Negativa;Massa;Podría;Nunca;Indeciso/Blano/No;Bullrich
CATI;Sarmiento S Juan;Cuyo;Femenino;Mayor de 50;Nivel Secundario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;Javier Milei de la Libertad Avanza;0.94012;1.19397;Femenino;50 y más;Secundario;Cuyo+Sur;Negativa;Positiva;Massa;Seguro;Nunca;Milei;Milei
CATI;Curuzú Cuatiá;NEA;Masculino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Algo positiva;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;;Javier Milei;Javier Milei;No fué a votar;0.6887;0.07432;Masculino;30-49;Terciario;Norte;Negativa;Positiva;Massa;Seguro;Nunca;Milei;No fue
CATI;Catamarca Capital;NOA;Masculino;16 a 23;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Muy negativa;Que gane Javier Milei;Nunca lo votaría;Seguro lo votaría;Sergio Massa;;Sergio Massa;Sergio Massa;Sergio Massa de Unión por la Patria;1.01845;1.01168;Masculino;16-23;Terciario;Norte;Positiva;Negativa;Milei;Nunca;Seguro;Massa;Massa
