fecha;caso;plaza;geografía;estrato1;estrato1agrup;estrato2;partido_gba;sexo;edad;estudios;imagen_larreta;imagen_macri;imagen_milei;imagen_cfk;imagen_massa;imagen_morales;imagen_bulrich;p11;p12;p13;p14;p15;p16;p17;p18;p19;p20;p21;p22;p23;p24;p25;p25o;p26;p27;p28;p29;p30;p31;imagen_kicillof;imagen_santilli;imagen_grindetti;imagen_piparo;paso_sufragara;p37;pondedad;pondestudios;pondedadestudios;pondestrato1;pondedadestudiosestrato1;pondestudios2;pondedadestudiosestrato1estudios2;pondedad2;pondedadestudiosestrato1estudios2edad2;pondsexo;pondedadestudiosestrato1estudios2edad2sexo;pondestrato12;pondedadestudiosestrato1estudios2edad2sexoestrato12;IMAGEN_LARRETA;IMAGEN_MACRI;IMAGEN_MILEI;IMAGEN_CFK;IMAGEN_MASSA;IMAGEN_MORALES;IMAGEN_BULLRICH;IMAGEN_KICILLOF;IMAGEN_SANTILLI;IMAGEN_GRINDETTI;IMAGEN_PÍPARO;INTERÉS;PROBABILIDAD_DE_IR_A_VOTAR;VOTO_PARTIDO
2023-07-01;1377;General Pico;Patagonia;7;Ciudades Chicas;;;Hombre;18 a 29;Nivel Secundario, ya sea completo o incompleto;Muy negativa;Algo positiva;Muy positiva;Muy negativa;Muy negativa;Muy negativa;Muy positiva;3 - Gobierne un partido político nuevo;3 - Nunca lo votaría;1 - Seguro lo votaría;3 - Nunca lo votaría;1 - Seguro lo votaría;3 - La Libertad Avanza de Javier Milei;5 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Patricia Bullrich – Luis Petri de Juntos;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Economista;;4 - Ns/Nc;;;;;;;;;;Es muy probable que vaya a votar;1 - Muy interesado;1.00271180904523;0.98364126532018;0.986308712600737;0.705725352144458;0.696063063523302;1.00540427420733;0.699824779184176;0.998297894833141;0.698633603811631;1.01849078665879;0.711551888732373;1.00096164684067;0.712236150358145;NEGATIVA;POSITIVA;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA;;;;;INTERESADO;PROBABLE;Milei
2023-07-01;355;Villa Carlos Paz;Centro;7;Ciudades Chicas;;;Hombre;18 a 29;Nivel Secundario, ya sea completo o incompleto;Ns/Nc;Muy positiva;Muy positiva;Muy negativa;Muy negativa;Muy negativa;Muy negativa;3 - Gobierne un partido político nuevo;3 - Nunca lo votaría;1 - Seguro lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - La Libertad Avanza de Javier Milei;5 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;4 - En blanco o no irá a votar;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;7 - Ns/Nc;;3 - Nunca lo votaría;;;;;;;;;;Es muy probable que vaya a votar;2 - Algo interesado;1.00271180904523;0.98364126532018;0.986308712600737;0.705725352144458;0.696063063523302;1.00540427420733;0.699824779184176;0.998297894833141;0.698633603811631;1.01849078665879;0.711551888732373;1.00096164684067;0.712236150358145;NS/NC;POSITIVA;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;;;;;INTERESADO;PROBABLE;Milei
2023-07-01;460;Villa Carlos Paz;Centro;7;Ciudades Chicas;;;Hombre;30 a 49;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Algo positiva;Muy positiva;Muy negativa;Muy negativa;Algo positiva;Algo positiva;3 - Gobierne un partido político nuevo;3 - Nunca lo votaría;1 - Seguro lo votaría;3 - Nunca lo votaría;2 - Posiblemente lo votaria;3 - La Libertad Avanza de Javier Milei;5 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Patricia Bullrich – Luis Petri de Juntos;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;7 - Ns/Nc;;4 - Ns/Nc;;;;;;;;;;Es muy probable que vaya a votar;2 - Algo interesado;1.05417449799197;0.98364126532018;1.03692953707309;0.705725352144458;0.731787462699894;1.00540427420733;0.735742242809811;0.998696387767693;0.734783120222259;1.01849078665879;0.748369838138769;1.00096164684067;0.749089505629267;POSITIVA;POSITIVA;POSITIVA;NEGATIVA;NEGATIVA;POSITIVA;POSITIVA;;;;;INTERESADO;PROBABLE;Milei
2023-07-01;821;Villa Carlos Paz;Centro;7;Ciudades Chicas;;;Hombre;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Muy negativa;Muy positiva;Muy negativa;Muy negativa;Muy negativa;Algo positiva;3 - Gobierne un partido político nuevo;3 - Nunca lo votaría;1 - Seguro lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - La Libertad Avanza de Javier Milei;5 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;4 - En blanco o no irá a votar;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Patricia Bullrich – Luis Petri de Juntos;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;7 - Ns/Nc;;4 - Ns/Nc;;;;;;;;;;Es muy probable que vaya a votar;2 - Algo interesado;0.944133399209486;0.946902199620489;0.894001992446632;0.705725352144458;0.630919870937246;1.02984047456201;0.649746819296616;1.00242436691201;0.651322043986502;1.01849078665879;0.663365500948024;1.00096164684067;0.66400342428622;NEGATIVA;NEGATIVA;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA;;;;;INTERESADO;PROBABLE;Milei
2023-07-01;900;Villa Carlos Paz;Centro;7;Ciudades Chicas;;;Hombre;Más de 50;Nivel Primario, ya sea completo o incompleto;Algo positiva;Muy negativa;Algo positiva;Muy negativa;Muy negativa;Muy negativa;Muy positiva;3 - Gobierne un partido político nuevo;2 - Posiblemente lo votaria;2 - Posiblemente lo votaria;3 - Nunca lo votaría;2 - Posiblemente lo votaria;3 - La Libertad Avanza de Javier Milei;5 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Patricia Bullrich – Luis Petri de Juntos;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;7 - Ns/Nc;;2 - Podría llegar a votarlo;;;;;;;;;;Es muy probable que vaya a votar;2 - Algo interesado;0.944133399209486;1.07233112362123;1.01242362882264;0.705725352144458;0.714493021970227;0.972752651427518;0.695024981547999;1.00242436691201;0.696709977116284;1.01849078665879;0.709592692666192;1.00096164684067;0.710275070237257;POSITIVA;NEGATIVA;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA;;;;;INTERESADO;PROBABLE;Milei
2023-07-01;419;Rio Gallegos;Patagonia;7;Ciudades Chicas;;;Hombre;18 a 29;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Algo negativa;Muy positiva;Muy negativa;Muy negativa;Muy negativa;Muy negativa;3 - Gobierne un partido político nuevo;3 - Nunca lo votaría;1 - Seguro lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - La Libertad Avanza de Javier Milei;5 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;4 - En blanco o no irá a votar;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;4 - En blanco o no irá a votar;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;7 - Ns/Nc;;3 - Nunca lo votaría;;;;;;;;;;Es bastante probable que vaya a votar;3 - Poco interesado;1.00271180904523;0.98364126532018;0.986308712600737;0.705725352144458;0.696063063523302;1.00540427420733;0.699824779184176;0.998297894833141;0.698633603811631;1.01849078665879;0.711551888732373;1.00096164684067;0.712236150358145;NEGATIVA;NEGATIVA;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;;;;;NO INTERESADO;PROBABLE;Milei
2023-07-01;571;Rio Gallegos;Patagonia;7;Ciudades Chicas;;;Hombre;18 a 29;Nivel Secundario, ya sea completo o incompleto;Muy negativa;Algo negativa;Muy positiva;Muy negativa;Muy negativa;Algo negativa;Algo negativa;3 - Gobierne un partido político nuevo;2 - Posiblemente lo votaria;1 - Seguro lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - La Libertad Avanza de Javier Milei;5 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - No sabe / Está indeciso;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;7 - Ns/Nc;;2 - Podría llegar a votarlo;;;;;;;;;;Es bastante probable que vaya a votar;2 - Algo interesado;1.00271180904523;0.98364126532018;0.986308712600737;0.705725352144458;0.696063063523302;1.00540427420733;0.699824779184176;0.998297894833141;0.698633603811631;1.01849078665879;0.711551888732373;1.00096164684067;0.712236150358145;NEGATIVA;NEGATIVA;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;;;;;INTERESADO;PROBABLE;Milei
2023-07-01;728;Rio Gallegos;Patagonia;7;Ciudades Chicas;;;Hombre;18 a 29;Nivel Secundario, ya sea completo o incompleto;Muy negativa;Muy negativa;Muy positiva;Muy negativa;Muy negativa;Ns/Nc;Muy negativa;3 - Gobierne un partido político nuevo;3 - Nunca lo votaría;1 - Seguro lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - La Libertad Avanza de Javier Milei;5 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - No sabe / Está indeciso;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - No sabe / Está indeciso;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;7 - Ns/Nc;;4 - Ns/Nc;;;;;;;;;;Es muy probable que vaya a votar;3 - Poco interesado;1.00271180904523;0.98364126532018;0.986308712600737;0.705725352144458;0.696063063523302;1.00540427420733;0.699824779184176;0.998297894833141;0.698633603811631;1.01849078665879;0.711551888732373;1.00096164684067;0.712236150358145;NEGATIVA;NEGATIVA;POSITIVA;NEGATIVA;NEGATIVA;NS/NC;NEGATIVA;;;;;NO INTERESADO;PROBABLE;Milei
2023-07-01;843;Rio Gallegos;Patagonia;7;Ciudades Chicas;;;Hombre;Más de 50;Nivel Primario, ya sea completo o incompleto;Muy negativa;Muy negativa;Algo positiva;Muy negativa;Muy negativa;Muy negativa;Muy negativa;3 - Gobierne un partido político nuevo;3 - Nunca lo votaría;2 - Posiblemente lo votaria;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - La Libertad Avanza de Javier Milei;5 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;4 - En blanco o no irá a votar;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;4 - En blanco o no irá a votar;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;7 - Ns/Nc;;3 - Nunca lo votaría;;;;;;;;;;Es bastante probable que vaya a votar;2 - Algo interesado;0.944133399209486;1.07233112362123;1.01242362882264;0.705725352144458;0.714493021970227;0.972752651427518;0.695024981547999;1.00242436691201;0.696709977116284;1.01849078665879;0.709592692666192;1.00096164684067;0.710275070237257;NEGATIVA;NEGATIVA;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;;;;;INTERESADO;PROBABLE;Milei
2023-07-01;644;General Pico;Patagonia;7;Ciudades Chicas;;;Mujer;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;Muy negativa;Algo positiva;Algo positiva;Algo positiva;Algo negativa;2 - Vuelva a gobernar Juntos por el Cambio;2 - Posiblemente lo votaria;3 - Nunca lo votaría;2 - Posiblemente lo votaria;3 - Nunca lo votaría;4 - El peronismo federal de Juan Schiaretti;6 - Juan Schiaretti – Florencio Randazzo por Hacemos por nuestro país;4 - Juan Schiaretti – Florencio Randazzo por Hacemos por nuestro país;4 - Juan Schiaretti – Florencio Randazzo por Hacemos por nuestro país;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Patricia Bullrich – Luis Petri de Juntos;7 - Ns/Nc;;2 - Podría llegar a votarlo;;;;;;;;;;Es muy probable que vaya a votar;2 - Algo interesado;0.944133399209486;0.946902199620489;0.894001992446632;0.705725352144458;0.630919870937246;1.02984047456201;0.649746819296616;1.00242436691201;0.651322043986502;0.983517679752162;0.64058674547304;1.00096164684067;0.641202763692999;POSITIVA;POSITIVA;NEGATIVA;POSITIVA;POSITIVA;POSITIVA;NEGATIVA;;;;;INTERESADO;PROBABLE;Otros
2023-07-01;86;Villa Carlos Paz;Centro;7;Ciudades Chicas;;;Mujer;18 a 29;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Algo positiva;Muy negativa;Muy negativa;Muy negativa;Ns/Nc;Ns/Nc;3 - Gobierne un partido político nuevo;2 - Posiblemente lo votaria;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;4 - El peronismo federal de Juan Schiaretti;6 - Juan Schiaretti – Florencio Randazzo por Hacemos por nuestro país;4 - Juan Schiaretti – Florencio Randazzo por Hacemos por nuestro país;4 - Juan Schiaretti – Florencio Randazzo por Hacemos por nuestro país;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Patricia Bullrich – Luis Petri de Juntos;7 - Ns/Nc;;4 - Ns/Nc;;;;;;;;;;Es muy probable que vaya a votar;2 - Algo interesado;1.00271180904523;0.98364126532018;0.986308712600737;0.705725352144458;0.696063063523302;1.00540427420733;0.699824779184176;0.998297894833141;0.698633603811631;0.983517679752162;0.687118501017706;1.00096164684067;0.687779266353376;POSITIVA;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NS/NC;NS/NC;;;;;INTERESADO;PROBABLE;Otros
2023-07-01;148;Villa Carlos Paz;Centro;7;Ciudades Chicas;;;Mujer;18 a 29;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo positiva;Muy negativa;Muy negativa;Ns/Nc;Algo negativa;3 - Gobierne un partido político nuevo;2 - Posiblemente lo votaria;2 - Posiblemente lo votaria;3 - Nunca lo votaría;3 - Nunca lo votaría;4 - El peronismo federal de Juan Schiaretti;6 - Juan Schiaretti – Florencio Randazzo por Hacemos por nuestro país;4 - Juan Schiaretti – Florencio Randazzo por Hacemos por nuestro país;4 - Juan Schiaretti – Florencio Randazzo por Hacemos por nuestro país;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Patricia Bullrich – Luis Petri de Juntos;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;7 - Ns/Nc;;2 - Podría llegar a votarlo;;;;;;;;;;Es muy probable que vaya a votar;4- Nada interesado;1.00271180904523;0.98364126532018;0.986308712600737;0.705725352144458;0.696063063523302;1.00540427420733;0.699824779184176;0.998297894833141;0.698633603811631;0.983517679752162;0.687118501017706;1.00096164684067;0.687779266353376;POSITIVA;POSITIVA;POSITIVA;NEGATIVA;NEGATIVA;NS/NC;NEGATIVA;;;;;NO INTERESADO;PROBABLE;Otros
2023-07-01;643;Villa Carlos Paz;Centro;7;Ciudades Chicas;;;Hombre;Más de 50;Nivel Primario, ya sea completo o incompleto;Ns/Nc;Algo positiva;Muy negativa;Muy negativa;Muy negativa;Ns/Nc;Muy positiva;4 - No sabe/ no tiene opinión formada;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;1 - Seguro lo votaría;4 - El peronismo federal de Juan Schiaretti;6 - Juan Schiaretti – Florencio Randazzo por Hacemos por nuestro país;4 - Juan Schiaretti – Florencio Randazzo por Hacemos por nuestro país;4 - Juan Schiaretti – Florencio Randazzo por Hacemos por nuestro país;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;4 - En blanco o no irá a votar;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;7 - Ns/Nc;;2 - Podría llegar a votarlo;;;;;;;;;;Es muy probable que vaya a votar;4- Nada interesado;0.944133399209486;1.07233112362123;1.01242362882264;0.705725352144458;0.714493021970227;0.972752651427518;0.695024981547999;1.00242436691201;0.696709977116284;1.01849078665879;0.709592692666192;1.00096164684067;0.710275070237257;NS/NC;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NS/NC;POSITIVA;;;;;NO INTERESADO;PROBABLE;Otros
2023-07-01;680;Villa Carlos Paz;Centro;7;Ciudades Chicas;;;Mujer;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy positiva;Algo negativa;Muy negativa;Muy negativa;Muy negativa;Ns/Nc;Muy positiva;3 - Gobierne un partido político nuevo;2 - Posiblemente lo votaria;2 - Posiblemente lo votaria;3 - Nunca lo votaría;2 - Posiblemente lo votaria;4 - El peronismo federal de Juan Schiaretti;6 - Juan Schiaretti – Florencio Randazzo por Hacemos por nuestro país;4 - Juan Schiaretti – Florencio Randazzo por Hacemos por nuestro país;4 - Juan Schiaretti – Florencio Randazzo por Hacemos por nuestro país;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Patricia Bullrich – Luis Petri de Juntos;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;7 - Ns/Nc;;4 - Ns/Nc;;;;;;;;;;Es muy probable que vaya a votar;4- Nada interesado;1.05417449799197;0.946902199620489;0.998200150932421;0.705725352144458;0.704455153027434;1.02984047456201;0.725476429101426;0.998696387767693;0.724530689154199;0.983517679752162;0.712588742306173;1.00096164684067;0.713274001018908;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NS/NC;POSITIVA;;;;;NO INTERESADO;PROBABLE;Otros
2023-07-01;834;Villa Carlos Paz;Centro;7;Ciudades Chicas;;;Mujer;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Muy negativa;Muy negativa;Muy negativa;Algo negativa;Muy negativa;Algo negativa;1 - Siga gobernando el peronismo;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;4 - El peronismo federal de Juan Schiaretti;6 - Juan Schiaretti – Florencio Randazzo por Hacemos por nuestro país;4 - Juan Schiaretti – Florencio Randazzo por Hacemos por nuestro país;4 - Juan Schiaretti – Florencio Randazzo por Hacemos por nuestro país;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Patricia Bullrich – Luis Petri de Juntos;7 - Ns/Nc;;2 - Podría llegar a votarlo;;;;;;;;;;Es muy probable que vaya a votar;2 - Algo interesado;1.05417449799197;0.946902199620489;0.998200150932421;0.705725352144458;0.704455153027434;1.02984047456201;0.725476429101426;0.998696387767693;0.724530689154199;0.983517679752162;0.712588742306173;1.00096164684067;0.713274001018908;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;;;;;INTERESADO;PROBABLE;Otros
2023-07-01;1098;Villa Carlos Paz;Centro;7;Ciudades Chicas;;;Mujer;18 a 29;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Algo positiva;Muy negativa;Muy negativa;Muy negativa;Ns/Nc;Muy negativa;3 - Gobierne un partido político nuevo;2 - Posiblemente lo votaria;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;4 - El peronismo federal de Juan Schiaretti;6 - Juan Schiaretti – Florencio Randazzo por Hacemos por nuestro país;4 - Juan Schiaretti – Florencio Randazzo por Hacemos por nuestro país;4 - Juan Schiaretti – Florencio Randazzo por Hacemos por nuestro país;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;4 - En blanco o no irá a votar;4 - En blanco o no irá a votar;1 - Patricia Bullrich – Luis Petri de Juntos;3 - Ingeniero;;3 - Nunca lo votaría;;;;;;;;;;Es muy probable que vaya a votar;3 - Poco interesado;1.00271180904523;0.98364126532018;0.986308712600737;0.705725352144458;0.696063063523302;1.00540427420733;0.699824779184176;0.998297894833141;0.698633603811631;0.983517679752162;0.687118501017706;1.00096164684067;0.687779266353376;POSITIVA;POSITIVA;NEGATIVA;NEGATIVA;NEGATIVA;NS/NC;NEGATIVA;;;;;NO INTERESADO;PROBABLE;Otros
2023-07-01;1208;Villa Carlos Paz;Centro;7;Ciudades Chicas;;;Mujer;Más de 50;Nivel Primario, ya sea completo o incompleto;Algo negativa;Muy negativa;Muy negativa;Algo positiva;Algo positiva;Ns/Nc;Algo negativa;1 - Siga gobernando el peronismo;3 - Nunca lo votaría;4 - No sabe;2 - Posiblemente lo votaria;3 - Nunca lo votaría;4 - El peronismo federal de Juan Schiaretti;6 - Juan Schiaretti – Florencio Randazzo por Hacemos por nuestro país;4 - Juan Schiaretti – Florencio Randazzo por Hacemos por nuestro país;4 - Juan Schiaretti – Florencio Randazzo por Hacemos por nuestro país;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;4 - En blanco o no irá a votar;7 - Ns/Nc;;4 - Ns/Nc;;;;;;;;;;Es muy probable que vaya a votar;2 - Algo interesado;0.944133399209486;1.07233112362123;1.01242362882264;0.705725352144458;0.714493021970227;0.972752651427518;0.695024981547999;1.00242436691201;0.696709977116284;0.983517679752162;0.685226580153589;1.00096164684067;0.685885526129537;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA;POSITIVA;NS/NC;NEGATIVA;;;;;INTERESADO;PROBABLE;Otros
2023-07-01;778;Rio Gallegos;Patagonia;7;Ciudades Chicas;;;Hombre;30 a 49;Nivel Secundario, ya sea completo o incompleto;Muy negativa;Muy negativa;Muy negativa;Algo negativa;Muy negativa;Ns/Nc;Muy negativa;1 - Siga gobernando el peronismo;3 - Nunca lo votaría;3 - Nunca lo votaría;4 - No sabe;3 - Nunca lo votaría;4 - El peronismo federal de Juan Schiaretti;6 - Juan Schiaretti – Florencio Randazzo por Hacemos por nuestro país;4 - Juan Schiaretti – Florencio Randazzo por Hacemos por nuestro país;4 - Juan Schiaretti – Florencio Randazzo por Hacemos por nuestro país;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;4 - En blanco o no irá a votar;7 - Ns/Nc;;3 - Nunca lo votaría;;;;;;;;;;Es bastante probable que vaya a votar;3 - Poco interesado;1.05417449799197;0.98364126532018;1.03692953707309;0.705725352144458;0.731787462699894;1.00540427420733;0.735742242809811;0.998696387767693;0.734783120222259;1.01849078665879;0.748369838138769;1.00096164684067;0.749089505629267;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NS/NC;NEGATIVA;;;;;NO INTERESADO;PROBABLE;Otros
2023-07-01;860;Rio Gallegos;Patagonia;7;Ciudades Chicas;;;Mujer;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativa;Muy negativa;Muy negativa;Algo negativa;Muy negativa;Muy negativa;Muy negativa;3 - Gobierne un partido político nuevo;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;4 - El peronismo federal de Juan Schiaretti;6 - Juan Schiaretti – Florencio Randazzo por Hacemos por nuestro país;4 - Juan Schiaretti – Florencio Randazzo por Hacemos por nuestro país;4 - Juan Schiaretti – Florencio Randazzo por Hacemos por nuestro país;3 - No sabe / Está indeciso;3 - No sabe / Está indeciso;3 - No sabe / Está indeciso;3 - No sabe / Está indeciso;3 - No sabe / Está indeciso;7 - Ns/Nc;;3 - Nunca lo votaría;;;;;;;;;;Es bastante probable que vaya a votar;3 - Poco interesado;0.944133399209486;0.946902199620489;0.894001992446632;0.705725352144458;0.630919870937246;1.02984047456201;0.649746819296616;1.00242436691201;0.651322043986502;0.983517679752162;0.64058674547304;1.00096164684067;0.641202763692999;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;NEGATIVA;;;;;NO INTERESADO;PROBABLE;Otros
