plaza;estrato1;estrato;partidogba;Sexo;Edad;estudios;p4;p5;p6;p7;p8;p9;p10;p11;p12;p13;p14;p15;p16;p17;ESPACIO;p18;p19;p20;p21;p22;p23;p24;p25;p25o;p26;p27;p28;p29;p30;p31;p32;p33;p34;p35;p36;PROBAB;p37;INTERES;zona;LARRETA;MACRI;MILEI;CRISTINA;MASSA;MORALES;BULLRICH;KICILLOF;SANTILLI;GRINDETTI;PIPARO;weight
Gba;2;1;Vicente Lopez;1 - Hombre;3 - Más de 50;2 - Nivel Secundario, ya sea completo o incompleto;4 - Muy negativa;1 - Muy positiva;1 - Muy positiva;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;1 - Muy positiva;1 - Siga gobernando el peronismo;3 - Nunca lo votaría;1 - Seguro lo votaría;3 - Nunca lo votaría;1 - Seguro lo votaría;3 - La Libertad Avanza de Javier Milei;1 - Patricia Bullrich – Luis Petri de Juntos;JxC;1 - Patricia Bullrich – Luis Petri de Juntos;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;3 - No sabe / Está indeciso;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;7 - Ns/Nc;;1 - Seguro lo votaría;2 - Diego Santilli por Juntos;3 - Carolina Píparo por el partido de Javier Milei;2 - Diego Santilli por Juntos;2 - Patricia Bullrich y Néstor Grindetti por Juntos por el Cambio;2 - Es probable que corte boleta, aún no sé;4 - Muy negativa;1 - Muy positiva;1 - Muy positiva;1 - Muy positiva;1 - Es muy probable que vaya a votar;Probable;1 - Muy interesado;Interesado;Primera;Negativo;Positivo;Positivo;Negativo;Negativo;Negativo;Positivo;Negativo;Positivo;Positivo;Positivo;0.8653181440000002
Gba;2;2;La Matanza;2 - Mujer;3 - Más de 50;3 - Nivel Universitario o Terciario, ya sea completo o incompleto;2 - Algo positiva;2 - Algo positiva;2 - Algo positiva;4 - Muy negativa;4 - Muy negativa;5 - Ns/Nc;1 - Muy positiva;2 - Vuelva a gobernar Juntos por el Cambio;2 - Posiblemente lo votaria;3 - Nunca lo votaría;3 - Nunca lo votaría;2 - Posiblemente lo votaria;1 - Juntos de Larreta y Bullrich;1 - Patricia Bullrich – Luis Petri de Juntos;JxC;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Economista;;1 - Seguro lo votaría;2 - Diego Santilli por Juntos;2 - Néstor Grindetti por Juntos;2 - Diego Santilli por Juntos;2 - Patricia Bullrich y Néstor Grindetti por Juntos por el Cambio;3 - No, no cortaría boleta.;4 - Muy negativa;2 - Algo positiva;2 - Algo positiva;3 - Algo negativa;1 - Es muy probable que vaya a votar;Probable;1 - Muy interesado;Interesado;Tercera;Positivo;Positivo;Positivo;Negativo;Negativo;Ns Nr;Positivo;Negativo;Positivo;Positivo;Negativo;0.8518684799999999
Gba;2;2;Ezeiza;2 - Mujer;2 - 30 a 49;2 - Nivel Secundario, ya sea completo o incompleto;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;1 - Muy positiva;5 - Ns/Nc;5 - Ns/Nc;5 - Ns/Nc;3 - Gobierne un partido político nuevo;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;2 - Posiblemente lo votaria;1 - Juntos de Larreta y Bullrich;1 - Patricia Bullrich – Luis Petri de Juntos;JxC;1 - Patricia Bullrich – Luis Petri de Juntos;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;7 - Ns/Nc;;3 - Nunca lo votaría;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;1 - Axel Kicillof por Unidos por la patria;2 - Patricia Bullrich y Néstor Grindetti por Juntos por el Cambio;2 - Es probable que corte boleta, aún no sé;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;1 - Es muy probable que vaya a votar;Probable;1 - Muy interesado;Interesado;Tercera;Negativo;Negativo;Negativo;Positivo;Ns Nr;Ns Nr;Ns Nr;Negativo;Negativo;Negativo;Negativo;1.1373367200000002
Gba;2;2;Florencio Varela;2 - Mujer;1 - 18 a 29;3 - Nivel Universitario o Terciario, ya sea completo o incompleto;1 - Muy positiva;2 - Algo positiva;2 - Algo positiva;3 - Algo negativa;3 - Algo negativa;2 - Algo positiva;2 - Algo positiva;3 - Gobierne un partido político nuevo;2 - Posiblemente lo votaria;3 - Nunca lo votaría;3 - Nunca lo votaría;1 - Seguro lo votaría;1 - Juntos de Larreta y Bullrich;1 - Patricia Bullrich – Luis Petri de Juntos;JxC;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;5 - Contador;;2 - Podría llegar a votarlo;3 - Néstor Grindetti por Juntos;2 - Néstor Grindetti por Juntos;2 - Diego Santilli por Juntos;2 - Patricia Bullrich y Néstor Grindetti por Juntos por el Cambio;2 - Es probable que corte boleta, aún no sé;4 - Muy negativa;2 - Algo positiva;2 - Algo positiva;2 - Algo positiva;1 - Es muy probable que vaya a votar;Probable;1 - Muy interesado;Interesado;Tercera;Positivo;Positivo;Positivo;Negativo;Negativo;Positivo;Positivo;Negativo;Positivo;Positivo;Positivo;0.8898321839999999
Gba;2;2;La Matanza;2 - Mujer;2 - 30 a 49;1 - Nivel Primario, ya sea completo o incompleto;3 - Algo negativa;3 - Algo negativa;3 - Algo negativa;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;2 - Algo positiva;2 - Vuelva a gobernar Juntos por el Cambio;3 - Nunca lo votaría;2 - Posiblemente lo votaria;3 - Nunca lo votaría;2 - Posiblemente lo votaria;1 - Juntos de Larreta y Bullrich;1 - Patricia Bullrich – Luis Petri de Juntos;JxC;1 - Patricia Bullrich – Luis Petri de Juntos;7 - No sabe / Está indeciso;3 - No sabe / Está indeciso;3 - No sabe / Está indeciso;3 - No sabe / Está indeciso;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;7 - Ns/Nc;;4 - Ns/Nc;10 - No sabe / Está indeciso;2 - Néstor Grindetti por Juntos;7 - No sabe / Está indeciso;2 - Patricia Bullrich y Néstor Grindetti por Juntos por el Cambio;3 - No, no cortaría boleta.;3 - Algo negativa;2 - Algo positiva;2 - Algo positiva;3 - Algo negativa;1 - Es muy probable que vaya a votar;Probable;1 - Muy interesado;Interesado;Tercera;Negativo;Negativo;Negativo;Negativo;Negativo;Negativo;Positivo;Negativo;Positivo;Positivo;Negativo;1.0797087600000002
Gba;2;2;Lanus;2 - Mujer;3 - Más de 50;3 - Nivel Universitario o Terciario, ya sea completo o incompleto;2 - Algo positiva;2 - Algo positiva;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;3 - Algo negativa;1 - Muy positiva;2 - Vuelva a gobernar Juntos por el Cambio;2 - Posiblemente lo votaria;3 - Nunca lo votaría;3 - Nunca lo votaría;1 - Seguro lo votaría;1 - Juntos de Larreta y Bullrich;1 - Patricia Bullrich – Luis Petri de Juntos;JxC;7 - No sabe / Está indeciso;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;3 - No sabe / Está indeciso;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Economista;;4 - Ns/Nc;3 - Néstor Grindetti por Juntos;2 - Néstor Grindetti por Juntos;2 - Diego Santilli por Juntos;2 - Patricia Bullrich y Néstor Grindetti por Juntos por el Cambio;2 - Es probable que corte boleta, aún no sé;4 - Muy negativa;2 - Algo positiva;2 - Algo positiva;4 - Muy negativa;1 - Es muy probable que vaya a votar;Probable;1 - Muy interesado;Interesado;Tercera;Positivo;Positivo;Negativo;Negativo;Negativo;Negativo;Positivo;Negativo;Positivo;Positivo;Negativo;0.8518684799999999
Gba;2;2;Lomas de Zamora;1 - Hombre;3 - Más de 50;2 - Nivel Secundario, ya sea completo o incompleto;2 - Algo positiva;3 - Algo negativa;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;3 - Algo negativa;1 - Muy positiva;2 - Vuelva a gobernar Juntos por el Cambio;1 - Seguro lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;1 - Seguro lo votaría;1 - Juntos de Larreta y Bullrich;1 - Patricia Bullrich – Luis Petri de Juntos;JxC;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;4 - En blanco o no irá a votar;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;7 - Ns/Nc;;4 - Ns/Nc;3 - Néstor Grindetti por Juntos;2 - Néstor Grindetti por Juntos;2 - Diego Santilli por Juntos;2 - Patricia Bullrich y Néstor Grindetti por Juntos por el Cambio;3 - No, no cortaría boleta.;4 - Muy negativa;2 - Algo positiva;1 - Muy positiva;2 - Algo positiva;1 - Es muy probable que vaya a votar;Probable;1 - Muy interesado;Interesado;Tercera;Positivo;Negativo;Negativo;Negativo;Negativo;Negativo;Positivo;Negativo;Positivo;Positivo;Positivo;0.94692288
Gba;2;2;Lomas de Zamora;1 - Hombre;3 - Más de 50;1 - Nivel Primario, ya sea completo o incompleto;3 - Algo negativa;3 - Algo negativa;4 - Muy negativa;3 - Algo negativa;4 - Muy negativa;3 - Algo negativa;2 - Algo positiva;2 - Vuelva a gobernar Juntos por el Cambio;2 - Posiblemente lo votaria;3 - Nunca lo votaría;3 - Nunca lo votaría;1 - Seguro lo votaría;1 - Juntos de Larreta y Bullrich;1 - Patricia Bullrich – Luis Petri de Juntos;JxC;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;3 - No sabe / Está indeciso;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;7 - Ns/Nc;;4 - Ns/Nc;3 - Néstor Grindetti por Juntos;2 - Néstor Grindetti por Juntos;2 - Diego Santilli por Juntos;2 - Patricia Bullrich y Néstor Grindetti por Juntos por el Cambio;2 - Es probable que corte boleta, aún no sé;4 - Muy negativa;2 - Algo positiva;2 - Algo positiva;5 - Ns/Nc;1 - Es muy probable que vaya a votar;Probable;1 - Muy interesado;Interesado;Tercera;Negativo;Negativo;Negativo;Negativo;Negativo;Negativo;Positivo;Negativo;Positivo;Positivo;Ns Nr;0.8989430399999999
Gba;2;2;Almirante Brown;2 - Mujer;2 - 30 a 49;2 - Nivel Secundario, ya sea completo o incompleto;3 - Algo negativa;2 - Algo positiva;2 - Algo positiva;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;2 - Algo positiva;2 - Vuelva a gobernar Juntos por el Cambio;3 - Nunca lo votaría;2 - Posiblemente lo votaria;3 - Nunca lo votaría;2 - Posiblemente lo votaria;1 - Juntos de Larreta y Bullrich;1 - Patricia Bullrich – Luis Petri de Juntos;JxC;1 - Patricia Bullrich – Luis Petri de Juntos;3 - Javier Milei – Victoria Villaruel por La Libertad Avanza;2 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;7 - Ns/Nc;;2 - Podría llegar a votarlo;2 - Diego Santilli por Juntos;2 - Néstor Grindetti por Juntos;2 - Diego Santilli por Juntos;2 - Patricia Bullrich y Néstor Grindetti por Juntos por el Cambio;3 - No, no cortaría boleta.;4 - Muy negativa;2 - Algo positiva;2 - Algo positiva;5 - Ns/Nc;1 - Es muy probable que vaya a votar;Probable;1 - Muy interesado;Interesado;Tercera;Negativo;Positivo;Positivo;Negativo;Negativo;Negativo;Positivo;Negativo;Positivo;Positivo;Ns Nr;1.1373367200000002
Gba;2;2;Esteban Echeverría;2 - Mujer;2 - 30 a 49;1 - Nivel Primario, ya sea completo o incompleto;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;3 - Algo negativa;4 - Muy negativa;4 - Muy negativa;2 - Algo positiva;2 - Vuelva a gobernar Juntos por el Cambio;3 - Nunca lo votaría;3 - Nunca lo votaría;3 - Nunca lo votaría;2 - Posiblemente lo votaria;1 - Juntos de Larreta y Bullrich;1 - Patricia Bullrich – Luis Petri de Juntos;JxC;1 - Patricia Bullrich – Luis Petri de Juntos;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;2 - Sergio Massa – Agustín Rossi de Unidos por la patria;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;7 - Ns/Nc;;3 - Nunca lo votaría;3 - Néstor Grindetti por Juntos;2 - Néstor Grindetti por Juntos;1 - Axel Kicillof por Unidos por la patria;2 - Patricia Bullrich y Néstor Grindetti por Juntos por el Cambio;3 - No, no cortaría boleta.;3 - Algo negativa;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;1 - Es muy probable que vaya a votar;Probable;1 - Muy interesado;Interesado;Tercera;Negativo;Negativo;Negativo;Negativo;Negativo;Negativo;Positivo;Negativo;Negativo;Negativo;Negativo;1.0797087600000002
Gba;2;2;Lanus;2 - Mujer;3 - Más de 50;3 - Nivel Universitario o Terciario, ya sea completo o incompleto;2 - Algo positiva;3 - Algo negativa;3 - Algo negativa;4 - Muy negativa;4 - Muy negativa;2 - Algo positiva;1 - Muy positiva;2 - Vuelva a gobernar Juntos por el Cambio;2 - Posiblemente lo votaria;2 - Posiblemente lo votaria;3 - Nunca lo votaría;1 - Seguro lo votaría;1 - Juntos de Larreta y Bullrich;1 - Patricia Bullrich – Luis Petri de Juntos;JxC;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;4 - En blanco o no irá a votar;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;7 - Ns/Nc;;2 - Podría llegar a votarlo;3 - Néstor Grindetti por Juntos;2 - Néstor Grindetti por Juntos;2 - Diego Santilli por Juntos;2 - Patricia Bullrich y Néstor Grindetti por Juntos por el Cambio;3 - No, no cortaría boleta.;4 - Muy negativa;2 - Algo positiva;1 - Muy positiva;5 - Ns/Nc;1 - Es muy probable que vaya a votar;Probable;1 - Muy interesado;Interesado;Tercera;Positivo;Negativo;Negativo;Negativo;Negativo;Positivo;Positivo;Negativo;Positivo;Positivo;Ns Nr;0.8518684799999999
Gba;2;2;Ezeiza;2 - Mujer;2 - 30 a 49;1 - Nivel Primario, ya sea completo o incompleto;2 - Algo positiva;2 - Algo positiva;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;5 - Ns/Nc;2 - Algo positiva;2 - Vuelva a gobernar Juntos por el Cambio;2 - Posiblemente lo votaria;3 - Nunca lo votaría;3 - Nunca lo votaría;2 - Posiblemente lo votaria;1 - Juntos de Larreta y Bullrich;1 - Patricia Bullrich – Luis Petri de Juntos;JxC;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;7 - Ns/Nc;;1 - Seguro lo votaría;3 - Néstor Grindetti por Juntos;2 - Néstor Grindetti por Juntos;2 - Diego Santilli por Juntos;2 - Patricia Bullrich y Néstor Grindetti por Juntos por el Cambio;1 - Sí, seguramente corte boleta.;4 - Muy negativa;2 - Algo positiva;2 - Algo positiva;2 - Algo positiva;1 - Es muy probable que vaya a votar;Probable;1 - Muy interesado;Interesado;Tercera;Positivo;Positivo;Negativo;Negativo;Negativo;Ns Nr;Positivo;Negativo;Positivo;Positivo;Positivo;1.0797087600000002
Gba;2;2;Avellaneda;1 - Hombre;2 - 30 a 49;1 - Nivel Primario, ya sea completo o incompleto;2 - Algo positiva;2 - Algo positiva;4 - Muy negativa;4 - Muy negativa;4 - Muy negativa;2 - Algo positiva;1 - Muy positiva;2 - Vuelva a gobernar Juntos por el Cambio;2 - Posiblemente lo votaria;3 - Nunca lo votaría;3 - Nunca lo votaría;1 - Seguro lo votaría;1 - Juntos de Larreta y Bullrich;1 - Patricia Bullrich – Luis Petri de Juntos;JxC;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;4 - En blanco o no irá a votar;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Economista;;4 - Ns/Nc;3 - Néstor Grindetti por Juntos;2 - Néstor Grindetti por Juntos;2 - Diego Santilli por Juntos;2 - Patricia Bullrich y Néstor Grindetti por Juntos por el Cambio;3 - No, no cortaría boleta.;4 - Muy negativa;2 - Algo positiva;1 - Muy positiva;3 - Algo negativa;1 - Es muy probable que vaya a votar;Probable;1 - Muy interesado;Interesado;Tercera;Positivo;Positivo;Negativo;Negativo;Negativo;Positivo;Positivo;Negativo;Positivo;Positivo;Negativo;1.0797087600000002
Gba;2;2;Quilmes;1 - Hombre;3 - Más de 50;2 - Nivel Secundario, ya sea completo o incompleto;2 - Algo positiva;2 - Algo positiva;2 - Algo positiva;4 - Muy negativa;4 - Muy negativa;1 - Muy positiva;1 - Muy positiva;3 - Gobierne un partido político nuevo;2 - Posiblemente lo votaria;2 - Posiblemente lo votaria;3 - Nunca lo votaría;2 - Posiblemente lo votaria;1 - Juntos de Larreta y Bullrich;1 - Patricia Bullrich – Luis Petri de Juntos;JxC;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Patricia Bullrich – Luis Petri de Juntos;3 - No sabe / Está indeciso;1 - Economista;;2 - Podría llegar a votarlo;3 - Néstor Grindetti por Juntos;2 - Néstor Grindetti por Juntos;2 - Diego Santilli por Juntos;2 - Patricia Bullrich y Néstor Grindetti por Juntos por el Cambio;2 - Es probable que corte boleta, aún no sé;4 - Muy negativa;2 - Algo positiva;2 - Algo positiva;3 - Algo negativa;1 - Es muy probable que vaya a votar;Probable;1 - Muy interesado;Interesado;Tercera;Positivo;Positivo;Positivo;Negativo;Negativo;Positivo;Positivo;Negativo;Positivo;Positivo;Negativo;0.94692288
Mar del Plata;4;3;;2 - Mujer;3 - Más de 50;2 - Nivel Secundario, ya sea completo o incompleto;1 - Muy positiva;1 - Muy positiva;3 - Algo negativa;3 - Algo negativa;4 - Muy negativa;1 - Muy positiva;1 - Muy positiva;2 - Vuelva a gobernar Juntos por el Cambio;2 - Posiblemente lo votaria;3 - Nunca lo votaría;3 - Nunca lo votaría;1 - Seguro lo votaría;1 - Juntos de Larreta y Bullrich;1 - Patricia Bullrich – Luis Petri de Juntos;JxC;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;4 - En blanco o no irá a votar;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;4 - En blanco o no irá a votar;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;7 - Ns/Nc;;2 - Podría llegar a votarlo;2 - Diego Santilli por Juntos;2 - Néstor Grindetti por Juntos;2 - Diego Santilli por Juntos;2 - Patricia Bullrich y Néstor Grindetti por Juntos por el Cambio;3 - No, no cortaría boleta.;4 - Muy negativa;1 - Muy positiva;2 - Algo positiva;3 - Algo negativa;1 - Es muy probable que vaya a votar;Probable;1 - Muy interesado;Interesado;Interior;Positivo;Positivo;Negativo;Negativo;Negativo;Positivo;Positivo;Negativo;Positivo;Positivo;Negativo;0.9093924
La Plata;4;3;;1 - Hombre;3 - Más de 50;2 - Nivel Secundario, ya sea completo o incompleto;3 - Algo negativa;3 - Algo negativa;2 - Algo positiva;4 - Muy negativa;4 - Muy negativa;2 - Algo positiva;2 - Algo positiva;2 - Vuelva a gobernar Juntos por el Cambio;2 - Posiblemente lo votaria;2 - Posiblemente lo votaria;3 - Nunca lo votaría;1 - Seguro lo votaría;1 - Juntos de Larreta y Bullrich;1 - Patricia Bullrich – Luis Petri de Juntos;JxC;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Horacio Rodríguez Larreta – Gerardo Morales de Juntos;1 - Javier Milei – Victoria Villaruel por La Libertad Avanza;1 - Patricia Bullrich – Luis Petri de Juntos;1 - Patricia Bullrich – Luis Petri de Juntos;7 - Ns/Nc;;2 - Podría llegar a votarlo;2 - Diego Santilli por Juntos;3 - Carolina Píparo por el partido de Javier Milei;3 - Carolina Píparo por el partido de Javier Milei;1 - Horacio Rodríguez Larreta y Diego Santilli por Juntos por el Cambio;1 - Sí, seguramente corte boleta.;4 - Muy negativa;2 - Algo positiva;2 - Algo positiva;2 - Algo positiva;1 - Es muy probable que vaya a votar;Probable;1 - Muy interesado;Interesado;Interior;Negativo;Negativo;Positivo;Negativo;Negativo;Positivo;Positivo;Negativo;Positivo;Positivo;Positivo;0.9093924
