plaza;estrato;metodo;sexo;edad;estudios;paso_sufragara;paso_votaria;p5o;p6;paso_importa;pondedad;pondestudios;pondedadestudios;pondestrato;pondedadestudiosestrato;pondestudios2;pondedadestudiosestratoestudios2;pondedad2;pondedadestudiosestratoestudios2edad2;pondsexo;pondedadestudiosestratoestudios2edad2sexo;PROBABILIDAD_VOTO_PASO;IMPORTANCIA_PASO
Bahía Blanca;5;CATI;Masculino;18 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy probable;Horacio Rodríguez Larreta – Gerardo Morales de Juntos por el Cambio;;10 Seguro votará;Muy importante;1.03070018050542;0.840537014502872;0.8663416525695969;1.0935240727094;0.9473654522756977;1.02565145013214;0.9716667499316601;1.02833431789509;0.9991982645123129;1.02399045775466;1.023169488265625;Probable;Importante
Neuquén;5;CATI;Masculino;30 a 49;Nivel Secundario, ya sea completo o incompleto;Muy probable;Horacio Rodríguez Larreta – Gerardo Morales de Juntos por el Cambio;;10 Seguro votará;Poco importante;1.03463732782369;0.979268073305836;1.0131873025882034;1.0935240727094;1.1079447055437035;1.00269534323067;1.1109309968057475;1.00796058633095;1.119774658913548;1.02399045775466;1.146638565562952;Probable;No importante
Neuquén;5;CATI;Femenino;30 a 49;Nivel Primario, ya sea completo o incompleto;Muy probable;Horacio Rodríguez Larreta – Gerardo Morales de Juntos por el Cambio;;10 Seguro votará;Algo importante;1.03463732782369;1.22650294224848;1.268985726735861;1.0935240727094;1.3876664401102965;0.978716238768085;1.3581316789294475;1.00796058633095;1.3689432034083635;0.978831577726991;1.3399648356108496;Probable;Importante
Neuquén;5;CATI;Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy probable;Horacio Rodríguez Larreta – Gerardo Morales de Juntos por el Cambio;;10 Seguro votará;Algo importante;0.941521349862259;0.979268073305836;0.9220017982559243;1.0935240727094;1.008231161474209;1.00269534323067;1.010948690510239;0.968864316292147;0.9794721118376439;1.02399045775466;1.0029700961585524;Probable;Importante
Mar del Plata;4;CATI;Femenino;30 a 49;Nivel Secundario, ya sea completo o incompleto;Muy probable;Horacio Rodríguez Larreta – Gerardo Morales de Juntos por el Cambio;;10 Seguro votará;Muy importante;1.03463732782369;0.979268073305836;1.0131873025882034;0.679650090709791;0.6886128421100809;1.00269534323067;0.6904688900726147;1.00796058633095;0.695965427280873;0.978831577726991;0.6812329372287763;Probable;Importante
La Plata;4;CATI;Femenino;30 a 49;Nivel Secundario, ya sea completo o incompleto;Muy probable;Horacio Rodríguez Larreta – Gerardo Morales de Juntos por el Cambio;;10 Seguro votará;Nada importante;1.03463732782369;0.979268073305836;1.0131873025882034;0.679650090709791;0.6886128421100809;1.00269534323067;0.6904688900726147;1.00796058633095;0.695965427280873;0.978831577726991;0.6812329372287763;Probable;No importante
Tucumán;3;CATI;Femenino;30 a 49;Nivel Secundario, ya sea completo o incompleto;Muy probable;Horacio Rodríguez Larreta – Gerardo Morales de Juntos por el Cambio;;10 Seguro votará;Algo importante;1.03463732782369;0.979268073305836;1.0131873025882034;0.757482346772863;0.7674714956849792;1.00269534323067;0.7695400947856059;1.00796058633095;0.7756660851452741;0.978831577726991;0.7592464579120672;Probable;Importante
Tucumán;3;CATI;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy probable;Horacio Rodríguez Larreta – Gerardo Morales de Juntos por el Cambio;;7;Muy importante;0.941521349862259;0.840537014502872;0.7913835445039372;0.757482346772863;0.5994590644882688;1.02565145013214;0.614836058787249;0.968864316292147;0.5956927177286663;0.978831577726991;0.5830828427348296;Probable;Importante
Mendoza;3;CATI;Femenino;18 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy probable;Horacio Rodríguez Larreta – Gerardo Morales de Juntos por el Cambio;;9;Algo importante;1.03070018050542;0.840537014502872;0.8663416525695969;0.757482346772863;0.6562385080954986;1.02565145013214;0.6730719774607002;1.02833431789509;0.6921430128363486;0.978831577726991;0.6774914372673161;Probable;Importante
Mendoza;3;CATI;Femenino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy probable;Horacio Rodríguez Larreta – Gerardo Morales de Juntos por el Cambio;;10 Seguro votará;Muy importante;1.03463732782369;0.840537014502872;0.8696509706221537;0.757482346772863;0.658745258100167;1.02565145013214;0.6756430292381073;1.00796058633095;0.6810215439012618;0.978831577726991;0.6666053922829434;Probable;Importante
Mendoza;3;CATI;Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;Muy probable;Horacio Rodríguez Larreta – Gerardo Morales de Juntos por el Cambio;;10 Seguro votará;Muy importante;0.941521349862259;1.22650294224848;1.1547787057958212;0.757482346772863;0.8747244840695482;0.978716238768085;0.8561070570069018;0.968864316292147;0.829451578459874;0.978831577726991;0.8118933971920216;Probable;Importante
Mendoza;3;CATI;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy probable;Horacio Rodríguez Larreta – Gerardo Morales de Juntos por el Cambio;;10 Seguro votará;Muy importante;0.941521349862259;0.840537014502872;0.7913835445039372;0.757482346772863;0.5994590644882688;1.02565145013214;0.614836058787249;0.968864316292147;0.5956927177286663;1.02399045775466;0.6099836587080943;Probable;Importante
Córdoba;3;CATI;Masculino;18 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy probable;Horacio Rodríguez Larreta – Gerardo Morales de Juntos por el Cambio;;9;Muy importante;1.03070018050542;0.840537014502872;0.8663416525695969;0.757482346772863;0.6562385080954986;1.02565145013214;0.6730719774607002;1.02833431789509;0.6921430128363486;1.02399045775466;0.708747840545982;Probable;Importante
Córdoba;3;CATI;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy probable;Horacio Rodríguez Larreta – Gerardo Morales de Juntos por el Cambio;;7;Muy importante;0.941521349862259;0.840537014502872;0.7913835445039372;0.757482346772863;0.5994590644882688;1.02565145013214;0.614836058787249;0.968864316292147;0.5956927177286663;0.978831577726991;0.5830828427348296;Probable;Importante
Córdoba;3;CATI;Femenino;18 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy probable;Horacio Rodríguez Larreta – Gerardo Morales de Juntos por el Cambio;;9;Muy importante;1.03070018050542;0.840537014502872;0.8663416525695969;0.757482346772863;0.6562385080954986;1.02565145013214;0.6730719774607002;1.02833431789509;0.6921430128363486;0.978831577726991;0.6774914372673161;Probable;Importante
Córdoba;3;CATI;Femenino;18 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo probable;Horacio Rodríguez Larreta – Gerardo Morales de Juntos por el Cambio;;10 Seguro votará;Muy importante;1.03070018050542;0.840537014502872;0.8663416525695969;0.757482346772863;0.6562385080954986;1.02565145013214;0.6730719774607002;1.02833431789509;0.6921430128363486;0.978831577726991;0.6774914372673161;Probable;Importante
Rosario;3;CATI;Masculino;18 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy probable;Horacio Rodríguez Larreta – Gerardo Morales de Juntos por el Cambio;;10 Seguro votará;Muy importante;1.03070018050542;0.840537014502872;0.8663416525695969;0.757482346772863;0.6562385080954986;1.02565145013214;0.6730719774607002;1.02833431789509;0.6921430128363486;1.02399045775466;0.708747840545982;Probable;Importante
Rosario;3;CATI;Masculino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy probable;Horacio Rodríguez Larreta – Gerardo Morales de Juntos por el Cambio;;10 Seguro votará;Muy importante;1.03463732782369;0.840537014502872;0.8696509706221537;0.757482346772863;0.658745258100167;1.02565145013214;0.6756430292381073;1.00796058633095;0.6810215439012618;1.02399045775466;0.6973595624802383;Probable;Importante
Media Agua;9;Presencial;Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;10 Seguro votará;Poco importante;0.941521349862259;1.22650294224848;1.1547787057958212;1.41205764831843;1.6306141036342474;0.978716238768085;1.595908502391103;0.968864316292147;1.5462188000339803;0.978831577726991;1.5134877875483959;Probable;No importante
Victoria;8;Presencial;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;8;Algo importante;0.941521349862259;0.840537014502872;0.7913835445039372;1.413622962935;1.118717950999658;1.02565145013214;1.1474146887316559;0.968864316292147;1.1116891479015625;1.02399045775466;1.1383590794406089;Probable;Importante
Victoria;8;Presencial;Femenino;18 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;8;Poco importante;1.03070018050542;0.840537014502872;0.8663416525695969;1.413622962935;1.2246804538194378;1.02565145013214;1.2560952834083938;1.02833431789509;1.2916858864750105;0.978831577726991;1.2643429341860215;Probable;No importante
Victoria;8;Presencial;Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;9;Poco importante;0.941521349862259;1.22650294224848;1.1547787057958212;1.413622962935;1.6324216956213333;0.978716238768085;1.597677622021931;0.968864316292147;1.5479328369155414;1.02399045775466;1.5850684542466145;Probable;No importante
Villa Carlos Paz;7;Presencial;Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;10 Seguro votará;Algo importante;0.941521349862259;0.979268073305836;0.9220017982559243;0.910392314400873;0.8393833509959777;1.00269534323067;0.8416457772290218;0.968864316292147;0.8154405605151689;1.02399045775466;0.8350033528336442;Probable;Importante
Villa Carlos Paz;7;Presencial;Femenino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;10 Seguro votará;Nada importante;1.03463732782369;0.840537014502872;0.8696509706221537;0.910392314400873;0.7917235598656681;1.02565145013214;0.8120324172800027;1.00796058633095;0.8184966714412902;0.978831577726991;0.8011703882711687;Probable;No importante
Villa Carlos Paz;7;Presencial;Femenino;18 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;10 Seguro votará;Muy importante;1.03070018050542;0.840537014502872;0.8663416525695969;0.910392314400873;0.7887107821447124;1.02565145013214;0.8089423574415786;1.02833431789509;0.831863187356132;0.978831577726991;0.8142539561328062;Probable;Importante
Villa Carlos Paz;7;Presencial;Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;10 Seguro votará;Nada importante;0.941521349862259;1.22650294224848;1.1547787057958212;0.910392314400873;1.0513016585903026;0.978716238768085;1.0289260051061504;0.968864316292147;0.9968896904523805;0.978831577726991;0.9757871085252753;Probable;No importante
Miramar;8;Presencial;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;10 Seguro votará;Muy importante;0.941521349862259;0.979268073305836;0.9220017982559243;1.413622962935;1.3033629138819378;1.00269534323067;1.3068759242889758;0.968864316292147;1.2661854488649062;0.978831577726991;1.2393823006073945;Probable;Importante
Miramar;8;Presencial;Masculino;30 a 49;Nivel Secundario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;10 Seguro votará;Muy importante;1.03463732782369;0.979268073305836;1.0131873025882034;1.413622962935;1.4322648366928565;1.00269534323067;1.4361252820249633;1.00796058633095;1.447557681314583;1.02399045775466;1.4822852527155939;Probable;Importante
San Vicente;7;Presencial;Masculino;18 a 29;Nivel Secundario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;10 Seguro votará;Muy importante;1.03070018050542;0.979268073305836;1.0093317799195198;0.910392314400873;0.9188878951192843;1.00269534323067;0.9213646133871386;1.02833431789509;0.9474708512401366;1.02399045775466;0.9702011106705848;Probable;Importante
San Vicente;7;Presencial;Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;9;Poco importante;0.941521349862259;1.22650294224848;1.1547787057958212;0.910392314400873;1.0513016585903026;0.978716238768085;1.0289260051061504;0.968864316292147;0.9968896904523805;1.02399045775466;1.0208055304572343;Probable;No importante
San Vicente;7;Presencial;Masculino;18 a 29;Nivel Secundario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;7;Muy importante;1.03070018050542;0.979268073305836;1.0093317799195198;0.910392314400873;0.9188878951192843;1.00269534323067;0.9213646133871386;1.02833431789509;0.9474708512401366;1.02399045775466;0.9702011106705848;Probable;Importante
Baradero;8;Presencial;Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;10 Seguro votará;Nada importante;0.941521349862259;0.979268073305836;0.9220017982559243;1.413622962935;1.3033629138819378;1.00269534323067;1.3068759242889758;0.968864316292147;1.2661854488649062;1.02399045775466;1.296561817385465;Probable;No importante
Baradero;8;Presencial;Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;10 Seguro votará;Muy importante;0.941521349862259;0.979268073305836;0.9220017982559243;1.413622962935;1.3033629138819378;1.00269534323067;1.3068759242889758;0.968864316292147;1.2661854488649062;1.02399045775466;1.296561817385465;Probable;Importante
Pergamino;7;Presencial;Femenino;18 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;10 Seguro votará;Algo importante;1.03070018050542;0.840537014502872;0.8663416525695969;0.910392314400873;0.7887107821447124;1.02565145013214;0.8089423574415786;1.02833431789509;0.831863187356132;0.978831577726991;0.8142539561328062;Probable;Importante
Pergamino;7;Presencial;Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Algo probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;5;Nada importante;0.941521349862259;1.22650294224848;1.1547787057958212;0.910392314400873;1.0513016585903026;0.978716238768085;1.0289260051061504;0.968864316292147;0.9968896904523805;1.02399045775466;1.0208055304572343;Probable;No importante
Pergamino;7;Presencial;Femenino;18 a 29;Nivel Secundario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;10 Seguro votará;Poco importante;1.03070018050542;0.979268073305836;1.0093317799195198;0.910392314400873;0.9188878951192843;1.00269534323067;0.9213646133871386;1.02833431789509;0.9474708512401366;0.978831577726991;0.9274143881697181;Probable;No importante
Pergamino;7;Presencial;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;10 Seguro votará;Muy importante;0.941521349862259;0.979268073305836;0.9220017982559243;0.910392314400873;0.8393833509959777;1.00269534323067;0.8416457772290218;0.968864316292147;0.8154405605151689;0.978831577726991;0.7981789703916446;Probable;Importante
Pergamino;7;Presencial;Femenino;18 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;10 Seguro votará;Muy importante;1.03070018050542;0.840537014502872;0.8663416525695969;0.910392314400873;0.7887107821447124;1.02565145013214;0.8089423574415786;1.02833431789509;0.831863187356132;0.978831577726991;0.8142539561328062;Probable;Importante
Pergamino;7;Presencial;Masculino;30 a 49;Nivel Secundario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;10 Seguro votará;Nada importante;1.03463732782369;0.979268073305836;1.0131873025882034;0.910392314400873;0.9223979333248521;1.00269534323067;0.9248841123504232;1.00796058633095;0.9322467321729128;1.02399045775466;0.9546117580180268;Probable;No importante
Zárate;6;Presencial;Masculino;30 a 49;Nivel Primario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;10 Seguro votará;Muy importante;1.03463732782369;1.22650294224848;1.268985726735861;1.27172700869569;1.613803422339323;0.978716238768085;1.5794556156230055;1.00796058633095;1.5920290084070763;1.02399045775466;1.6302225130774592;Probable;Importante
Zárate;6;Presencial;Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;10 Seguro votará;Poco importante;0.941521349862259;0.979268073305836;0.9220017982559243;1.27172700869569;1.1725345889080536;1.00269534323067;1.1756949720749934;0.968864316292147;1.1390889052875532;1.02399045775466;1.1664161695486561;Probable;No importante
Tandil;6;Presencial;Femenino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;8;Algo importante;1.03463732782369;0.840537014502872;0.8696509706221537;1.27172700869569;1.1059586274786148;1.02565145013214;1.1343280700595926;1.00796058633095;1.1433579865889218;0.978831577726991;1.1191549019195903;Probable;Importante
Tandil;6;Presencial;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;10 Seguro votará;Muy importante;0.941521349862259;0.979268073305836;0.9220017982559243;1.27172700869569;1.1725345889080536;1.00269534323067;1.1756949720749934;0.968864316292147;1.1390889052875532;0.978831577726991;1.1149761903339268;Probable;Importante
Formosa;6;Presencial;Femenino;18 a 29;Nivel Secundario, ya sea completo o incompleto;Poco probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;8;Algo importante;1.03070018050542;0.979268073305836;1.0093317799195198;1.27172700869569;1.2835944852585475;1.00269534323067;1.2870542129653144;1.02833431789509;1.3235220161836887;0.978831577726991;1.2955051432574882;No probable;Importante
Resistencia;5;Presencial;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Poco probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;5;Algo importante;0.941521349862259;0.840537014502872;0.7913835445039372;1.0935240727094;0.8653969566611461;1.02565145013214;0.8875956435394453;0.968864316292147;0.8599597463217329;1.02399045775466;0.8805905742865725;No probable;Importante
Resistencia;5;Presencial;Femenino;18 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;10 Seguro votará;Muy importante;1.03070018050542;0.840537014502872;0.8663416525695969;1.0935240727094;0.9473654522756977;1.02565145013214;0.9716667499316601;1.02833431789509;0.9991982645123129;0.978831577726991;0.9780468137146585;Probable;Importante
Resistencia;5;Presencial;Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;10 Seguro votará;Muy importante;0.941521349862259;1.22650294224848;1.1547787057958212;1.0935240727094;1.2627783134399364;0.978716238768085;1.2359016413278405;0.968864316292147;1.1974209987294404;0.978831577726991;1.1720734853897674;Probable;Importante
Resistencia;5;Presencial;Masculino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;7;Algo importante;1.03463732782369;0.840537014502872;0.8696509706221537;1.0935240727094;0.9509842712304203;1.02565145013214;0.975378396840337;1.00796058633095;0.9831429807737281;1.02399045775466;1.0067290309207706;Probable;Importante
Corrientes;5;Presencial;Femenino;18 a 29;Nivel Secundario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;10 Seguro votará;Muy importante;1.03070018050542;0.979268073305836;1.0093317799195198;1.0935240727094;1.103728598692621;1.00269534323067;1.106703526099604;1.02833431789509;1.1380612156237275;0.978831577726991;1.1139702552388706;Probable;Importante
Corrientes;5;Presencial;Masculino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;10 Seguro votará;Muy importante;1.03463732782369;0.840537014502872;0.8696509706221537;1.0935240727094;0.9509842712304203;1.02565145013214;0.975378396840337;1.00796058633095;0.9831429807737281;1.02399045775466;1.0067290309207706;Probable;Importante
Corrientes;5;Presencial;Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;10 Seguro votará;Muy importante;0.941521349862259;1.22650294224848;1.1547787057958212;1.0935240727094;1.2627783134399364;0.978716238768085;1.2359016413278405;0.968864316292147;1.1974209987294404;0.978831577726991;1.1720734853897674;Probable;Importante
Corrientes;5;Presencial;Femenino;18 a 29;Nivel Secundario, ya sea completo o incompleto;Algo probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;8;Poco importante;1.03070018050542;0.979268073305836;1.0093317799195198;1.0935240727094;1.103728598692621;1.00269534323067;1.106703526099604;1.02833431789509;1.1380612156237275;0.978831577726991;1.1139702552388706;Probable;No importante
Corrientes;5;Presencial;Masculino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;10 Seguro votará;Algo importante;1.03463732782369;0.840537014502872;0.8696509706221537;1.0935240727094;0.9509842712304203;1.02565145013214;0.975378396840337;1.00796058633095;0.9831429807737281;1.02399045775466;1.0067290309207706;Probable;Importante
Corrientes;5;Presencial;Femenino;18 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;Poco probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;7;Algo importante;1.03070018050542;0.840537014502872;0.8663416525695969;1.0935240727094;0.9473654522756977;1.02565145013214;0.9716667499316601;1.02833431789509;0.9991982645123129;0.978831577726991;0.9780468137146585;No probable;Importante
Corrientes;5;Presencial;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;8;Algo importante;0.941521349862259;0.840537014502872;0.7913835445039372;1.0935240727094;0.8653969566611461;1.02565145013214;0.8875956435394453;0.968864316292147;0.8599597463217329;0.978831577726991;0.8417557552738048;Probable;Importante
Santa Fe;4;Presencial;Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;9;Algo importante;0.941521349862259;1.22650294224848;1.1547787057958212;0.679650090709791;0.7848454521438649;0.978716238768085;0.7681409889364805;0.968864316292147;0.7442243940619169;1.02399045775466;0.7620786779476466;Probable;Importante
Santa Fe;4;Presencial;Femenino;30 a 49;Nivel Secundario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;10 Seguro votará;Muy importante;1.03463732782369;0.979268073305836;1.0131873025882034;0.679650090709791;0.6886128421100809;1.00269534323067;0.6904688900726147;1.00796058633095;0.695965427280873;0.978831577726991;0.6812329372287763;Probable;Importante
Santa Fe;4;Presencial;Femenino;18 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;5;Nada importante;1.03070018050542;0.840537014502872;0.8663416525695969;0.679650090709791;0.5888091827545968;1.02565145013214;0.6039129921433726;1.02833431789509;0.6210244548437379;0.978831577726991;0.6078783469417405;Probable;No importante
Santa Fe;4;Presencial;Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;10 Seguro votará;Muy importante;0.941521349862259;1.22650294224848;1.1547787057958212;0.679650090709791;0.7848454521438649;0.978716238768085;0.7681409889364805;0.968864316292147;0.7442243940619169;1.02399045775466;0.7620786779476466;Probable;Importante
Salta;4;Presencial;Femenino;18 a 29;Nivel Secundario, ya sea completo o incompleto;Algo probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;5;Muy importante;1.03070018050542;0.979268073305836;1.0093317799195198;0.679650090709791;0.6859924357785765;1.00269534323067;0.6878414208466431;1.02833431789509;0.7073309383263223;0.978831577726991;0.6923578583370671;Probable;Importante
Salta;4;Presencial;Femenino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;8;Algo importante;1.03463732782369;0.840537014502872;0.8696509706221537;0.679650090709791;0.5910583610692045;1.02565145013214;0.6062198651433557;1.00796058633095;0.6110457307153663;0.978831577726991;0.5981108566594641;Probable;Importante
Salta;4;Presencial;Femenino;18 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;10 Seguro votará;Poco importante;1.03070018050542;0.840537014502872;0.8663416525695969;0.679650090709791;0.5888091827545968;1.02565145013214;0.6039129921433726;1.02833431789509;0.6210244548437379;0.978831577726991;0.6078783469417405;Probable;No importante
Salta;4;Presencial;Masculino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;10 Seguro votará;Muy importante;1.03463732782369;0.840537014502872;0.8696509706221537;0.679650090709791;0.5910583610692045;1.02565145013214;0.6062198651433557;1.00796058633095;0.6110457307153663;1.02399045775466;0.6257049975042586;Probable;Importante
Mar del Plata;4;Presencial;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;10 Seguro votará;Muy importante;0.941521349862259;0.979268073305836;0.9220017982559243;0.679650090709791;0.6266386058192294;1.00269534323067;0.6283276119435007;0.968864316292147;0.6087642021531173;0.978831577726991;0.5958776244572488;Probable;Importante
Mar del Plata;4;Presencial;Femenino;30 a 49;Nivel Secundario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;10 Seguro votará;Muy importante;1.03463732782369;0.979268073305836;1.0131873025882034;0.679650090709791;0.6886128421100809;1.00269534323067;0.6904688900726147;1.00796058633095;0.695965427280873;0.978831577726991;0.6812329372287763;Probable;Importante
Mar del Plata;4;Presencial;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;10 Seguro votará;Algo importante;0.941521349862259;0.979268073305836;0.9220017982559243;0.679650090709791;0.6266386058192294;1.00269534323067;0.6283276119435007;0.968864316292147;0.6087642021531173;0.978831577726991;0.5958776244572488;Probable;Importante
Mar del Plata;4;Presencial;Femenino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;10 Seguro votará;Nada importante;1.03463732782369;0.840537014502872;0.8696509706221537;0.679650090709791;0.5910583610692045;1.02565145013214;0.6062198651433557;1.00796058633095;0.6110457307153663;0.978831577726991;0.5981108566594641;Probable;No importante
Mar del Plata;4;Presencial;Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;Algo probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;10 Seguro votará;Poco importante;0.941521349862259;1.22650294224848;1.1547787057958212;0.679650090709791;0.7848454521438649;0.978716238768085;0.7681409889364805;0.968864316292147;0.7442243940619169;0.978831577726991;0.72847033782254;Probable;No importante
La Plata;4;Presencial;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;10 Seguro votará;Muy importante;0.941521349862259;0.840537014502872;0.7913835445039372;0.679650090709791;0.5378638978083369;1.02565145013214;0.5516608867608459;0.968864316292147;0.5344845478766664;0.978831577726991;0.5231703532688149;Probable;Importante
La Plata;4;Presencial;Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Muy probable;Patricia Bullrich – Luis Petri de Juntos por el Cambio;;9;Muy importante;0.941521349862259;1.22650294224848;1.1547787057958212;0.679650090709791;0.7848454521438649;0.978716238768085;0.7681409889364805;0.968864316292147;0.7442243940619169;1.02399045775466;0.7620786779476466;Probable;Importante
